objectid,event_month,event_dow,event_hour,event_type
260105,December,Thursday,18,Suicide-related
260109,December,Thursday,21,Suicide-related
260110,December,Thursday,21,Suicide-related
260111,December,Thursday,14,Suicide-related
260112,December,Thursday,14,Suicide-related
260115,December,Friday,22,Suicide-related
260119,December,Friday,23,Suicide-related
260121,December,Friday,13,Suicide-related
260122,December,Friday,21,Suicide-related
260124,December,Friday,4,Suicide-related
260125,December,Friday,18,Suicide-related
260126,December,Friday,18,Suicide-related
260129,December,Friday,18,Suicide-related
260135,December,Friday,6,Suicide-related
260136,December,Friday,19,Suicide-related
260137,December,Friday,22,Suicide-related
260141,December,Friday,22,Suicide-related
260146,December,Friday,21,Suicide-related
260148,December,Friday,15,Suicide-related
260149,December,Friday,6,Suicide-related
260150,December,Friday,10,Suicide-related
260151,December,Friday,20,Suicide-related
260155,December,Friday,16,Suicide-related
260158,December,Friday,16,Suicide-related
260161,December,Friday,15,Suicide-related
260166,December,Friday,12,Suicide-related
260167,December,Friday,21,Suicide-related
260168,December,Friday,14,Suicide-related
260169,December,Friday,13,Suicide-related
260170,December,Friday,17,Suicide-related
260175,December,Friday,11,Suicide-related
260177,December,Friday,18,Suicide-related
260178,December,Friday,2,Suicide-related
260188,December,Friday,14,Suicide-related
260191,December,Friday,12,Suicide-related
260192,December,Friday,0,Suicide-related
260197,December,Friday,8,Suicide-related
260198,December,Friday,13,Suicide-related
260201,December,Friday,21,Suicide-related
260202,December,Friday,20,Suicide-related
260206,December,Saturday,10,Suicide-related
260207,December,Saturday,20,Suicide-related
260209,December,Saturday,21,Suicide-related
260210,December,Saturday,1,Suicide-related
260212,December,Saturday,3,Suicide-related
260214,December,Saturday,15,Suicide-related
260216,December,Saturday,19,Suicide-related
260218,December,Saturday,23,Suicide-related
260220,December,Saturday,6,Suicide-related
260221,December,Saturday,12,Suicide-related
260222,December,Saturday,16,Suicide-related
260223,December,Saturday,4,Suicide-related
260225,December,Saturday,12,Suicide-related
260226,December,Saturday,16,Suicide-related
260227,December,Saturday,8,Suicide-related
260228,December,Saturday,2,Suicide-related
260230,December,Saturday,0,Suicide-related
260231,December,Saturday,10,Suicide-related
260232,December,Saturday,8,Suicide-related
260234,December,Saturday,17,Suicide-related
260235,December,Saturday,18,Suicide-related
260238,December,Saturday,1,Suicide-related
260245,December,Saturday,20,Suicide-related
260246,December,Saturday,23,Suicide-related
260248,December,Saturday,1,Suicide-related
260252,December,Saturday,13,Suicide-related
260255,December,Saturday,1,Suicide-related
260257,December,Saturday,13,Suicide-related
260262,December,Saturday,22,Suicide-related
260263,December,Saturday,10,Suicide-related
260265,December,Saturday,17,Suicide-related
260269,December,Saturday,0,Suicide-related
260271,December,Saturday,21,Suicide-related
260272,December,Saturday,21,Suicide-related
260274,December,Saturday,17,Suicide-related
260275,December,Saturday,15,Suicide-related
260278,December,Saturday,2,Suicide-related
260279,December,Saturday,3,Suicide-related
260282,December,Saturday,13,Suicide-related
260284,December,Saturday,0,Suicide-related
260285,December,Saturday,0,Suicide-related
260286,December,Saturday,19,Suicide-related
260290,January,Sunday,17,Suicide-related
260292,January,Sunday,20,Suicide-related
260293,January,Sunday,16,Suicide-related
260294,January,Sunday,3,Suicide-related
260297,January,Sunday,19,Suicide-related
260300,January,Sunday,7,Suicide-related
260302,January,Sunday,18,Suicide-related
260304,January,Sunday,16,Suicide-related
260308,January,Sunday,13,Suicide-related
260309,January,Sunday,8,Suicide-related
260311,January,Sunday,23,Suicide-related
260319,January,Sunday,12,Suicide-related
260322,January,Sunday,5,Suicide-related
260323,January,Sunday,20,Suicide-related
260324,January,Sunday,14,Suicide-related
260326,January,Sunday,0,Suicide-related
260328,January,Sunday,12,Suicide-related
260334,January,Sunday,12,Suicide-related
260335,January,Sunday,22,Suicide-related
260337,January,Sunday,19,Suicide-related
260338,January,Sunday,12,Suicide-related
260339,January,Sunday,16,Suicide-related
260342,January,Sunday,20,Suicide-related
260344,January,Sunday,10,Suicide-related
260347,January,Sunday,7,Suicide-related
260350,January,Sunday,17,Suicide-related
260351,January,Sunday,2,Suicide-related
260352,January,Sunday,0,Suicide-related
260353,January,Sunday,15,Suicide-related
260354,January,Sunday,17,Suicide-related
260355,January,Sunday,17,Suicide-related
260356,January,Sunday,18,Suicide-related
260357,January,Sunday,21,Suicide-related
260358,January,Sunday,6,Suicide-related
260362,January,Sunday,20,Suicide-related
260366,January,Sunday,17,Suicide-related
260377,January,Monday,18,Suicide-related
260379,January,Monday,18,Suicide-related
260383,January,Monday,17,Suicide-related
260384,January,Monday,15,Suicide-related
260386,January,Monday,12,Suicide-related
260388,January,Monday,19,Suicide-related
260390,January,Monday,13,Suicide-related
260391,January,Monday,19,Suicide-related
260393,January,Monday,16,Suicide-related
260395,January,Monday,3,Suicide-related
260396,January,Monday,15,Suicide-related
260404,January,Monday,4,Suicide-related
260407,January,Monday,10,Suicide-related
260410,January,Monday,2,Suicide-related
260411,January,Monday,18,Suicide-related
260414,January,Monday,7,Suicide-related
260415,January,Monday,15,Suicide-related
260421,January,Monday,18,Suicide-related
260423,January,Monday,22,Suicide-related
260429,January,Monday,15,Suicide-related
260435,January,Monday,16,Suicide-related
260438,January,Monday,15,Suicide-related
260439,January,Monday,17,Suicide-related
260440,January,Monday,2,Suicide-related
260444,January,Monday,8,Suicide-related
260448,January,Monday,15,Suicide-related
260453,January,Monday,21,Suicide-related
260458,January,Tuesday,12,Suicide-related
260459,January,Tuesday,9,Suicide-related
260467,January,Tuesday,0,Suicide-related
260469,January,Tuesday,23,Suicide-related
260470,January,Tuesday,22,Suicide-related
260471,January,Tuesday,15,Suicide-related
260472,January,Tuesday,17,Suicide-related
260473,January,Tuesday,13,Suicide-related
260475,January,Tuesday,17,Suicide-related
260478,January,Tuesday,13,Suicide-related
260480,January,Tuesday,0,Suicide-related
260481,January,Tuesday,2,Suicide-related
260484,January,Tuesday,16,Suicide-related
260485,January,Tuesday,16,Suicide-related
260487,January,Tuesday,16,Suicide-related
260488,January,Tuesday,15,Suicide-related
260489,January,Tuesday,12,Suicide-related
260494,January,Tuesday,14,Suicide-related
260498,January,Tuesday,12,Suicide-related
260503,January,Tuesday,7,Suicide-related
260507,January,Tuesday,21,Suicide-related
260510,January,Tuesday,16,Suicide-related
260513,January,Tuesday,4,Suicide-related
260520,January,Tuesday,17,Suicide-related
260527,January,Tuesday,11,Suicide-related
260530,January,Tuesday,11,Suicide-related
260533,January,Tuesday,23,Suicide-related
260535,January,Tuesday,15,Suicide-related
260536,January,Tuesday,13,Suicide-related
260539,January,Tuesday,19,Suicide-related
260540,January,Tuesday,14,Suicide-related
260541,January,Wednesday,12,Suicide-related
260543,January,Wednesday,13,Suicide-related
260545,January,Wednesday,14,Suicide-related
260546,January,Wednesday,18,Suicide-related
260547,January,Wednesday,0,Suicide-related
260550,January,Wednesday,20,Suicide-related
260551,January,Wednesday,16,Suicide-related
260552,January,Wednesday,15,Suicide-related
260553,January,Wednesday,13,Suicide-related
260557,January,Wednesday,16,Suicide-related
260562,January,Wednesday,1,Suicide-related
260563,January,Wednesday,11,Suicide-related
260564,January,Wednesday,0,Suicide-related
260566,January,Wednesday,17,Suicide-related
260567,January,Wednesday,22,Suicide-related
260569,January,Wednesday,21,Suicide-related
260570,January,Wednesday,11,Suicide-related
260571,January,Wednesday,23,Suicide-related
260576,January,Wednesday,16,Suicide-related
260579,January,Wednesday,12,Suicide-related
260583,January,Wednesday,10,Suicide-related
260585,January,Wednesday,11,Suicide-related
260588,January,Wednesday,21,Suicide-related
260592,January,Wednesday,21,Suicide-related
260595,January,Wednesday,3,Suicide-related
260598,January,Wednesday,12,Suicide-related
260600,January,Wednesday,17,Suicide-related
260601,January,Wednesday,21,Suicide-related
260606,January,Wednesday,18,Suicide-related
260607,January,Wednesday,22,Suicide-related
260609,January,Wednesday,19,Suicide-related
260613,January,Wednesday,20,Suicide-related
260614,January,Wednesday,21,Suicide-related
260616,January,Thursday,19,Suicide-related
260629,January,Thursday,22,Suicide-related
260630,January,Thursday,1,Suicide-related
260631,January,Thursday,16,Suicide-related
260642,January,Thursday,23,Suicide-related
260643,January,Thursday,15,Suicide-related
260645,January,Thursday,21,Suicide-related
260647,January,Thursday,11,Suicide-related
260649,January,Thursday,0,Suicide-related
260652,January,Thursday,15,Suicide-related
260654,January,Thursday,17,Suicide-related
260657,January,Thursday,12,Suicide-related
260665,January,Thursday,10,Suicide-related
260667,January,Thursday,17,Suicide-related
260668,January,Thursday,0,Suicide-related
260669,January,Thursday,23,Suicide-related
260670,January,Thursday,21,Suicide-related
260671,January,Thursday,16,Suicide-related
260672,January,Thursday,14,Suicide-related
260674,January,Thursday,22,Suicide-related
260677,January,Thursday,10,Suicide-related
260682,January,Thursday,19,Suicide-related
260683,January,Thursday,23,Suicide-related
260684,January,Thursday,12,Suicide-related
260688,January,Friday,16,Suicide-related
260689,January,Friday,12,Suicide-related
260691,January,Friday,3,Suicide-related
260692,January,Friday,14,Suicide-related
260697,January,Friday,0,Suicide-related
260704,January,Friday,3,Suicide-related
260705,January,Friday,16,Suicide-related
260706,January,Friday,15,Suicide-related
260710,January,Friday,0,Suicide-related
260714,January,Friday,23,Suicide-related
260719,January,Friday,12,Suicide-related
260725,January,Friday,11,Suicide-related
260727,January,Friday,11,Suicide-related
260729,January,Friday,9,Suicide-related
260730,January,Friday,20,Suicide-related
260733,January,Friday,3,Suicide-related
260735,January,Friday,12,Suicide-related
260736,January,Friday,12,Suicide-related
260743,January,Friday,17,Suicide-related
260745,January,Friday,19,Suicide-related
260749,January,Friday,2,Suicide-related
260750,January,Friday,2,Suicide-related
260752,January,Friday,22,Suicide-related
260756,January,Friday,8,Suicide-related
260762,January,Friday,18,Suicide-related
260763,January,Friday,4,Suicide-related
260764,January,Friday,1,Suicide-related
260769,January,Friday,14,Suicide-related
260770,January,Friday,16,Suicide-related
260771,January,Friday,11,Suicide-related
260775,January,Friday,1,Suicide-related
260777,January,Friday,15,Suicide-related
260783,January,Saturday,0,Suicide-related
260784,January,Saturday,9,Suicide-related
260785,January,Saturday,23,Suicide-related
260789,January,Saturday,3,Suicide-related
260793,January,Saturday,15,Suicide-related
260795,January,Saturday,22,Suicide-related
260798,January,Saturday,2,Suicide-related
260803,January,Saturday,22,Suicide-related
260804,January,Saturday,8,Suicide-related
260805,January,Saturday,15,Suicide-related
260806,January,Saturday,2,Suicide-related
260811,January,Saturday,2,Suicide-related
260814,January,Saturday,6,Suicide-related
260817,January,Saturday,14,Suicide-related
260819,January,Saturday,1,Suicide-related
260821,January,Saturday,2,Suicide-related
260822,January,Saturday,0,Suicide-related
260823,January,Saturday,10,Suicide-related
260824,January,Saturday,12,Suicide-related
260826,January,Saturday,12,Suicide-related
260836,January,Saturday,16,Suicide-related
260837,January,Saturday,16,Suicide-related
260839,January,Saturday,8,Suicide-related
260842,January,Saturday,0,Suicide-related
260846,January,Sunday,17,Suicide-related
260848,January,Sunday,8,Suicide-related
260850,January,Sunday,23,Suicide-related
260852,January,Sunday,19,Suicide-related
260854,January,Sunday,5,Suicide-related
260856,January,Sunday,22,Suicide-related
260860,January,Sunday,22,Suicide-related
260861,January,Sunday,18,Suicide-related
260862,January,Sunday,11,Suicide-related
260863,January,Sunday,19,Suicide-related
260865,January,Sunday,11,Suicide-related
260866,January,Sunday,16,Suicide-related
260869,January,Sunday,23,Suicide-related
260882,January,Sunday,17,Suicide-related
260886,January,Sunday,23,Suicide-related
260888,January,Sunday,20,Suicide-related
260889,January,Sunday,13,Suicide-related
260890,January,Sunday,0,Suicide-related
260891,January,Sunday,18,Suicide-related
260892,January,Sunday,10,Suicide-related
260893,January,Sunday,13,Suicide-related
260894,January,Sunday,14,Suicide-related
260895,January,Sunday,2,Suicide-related
260900,January,Sunday,14,Suicide-related
260908,January,Sunday,13,Suicide-related
260909,January,Sunday,20,Suicide-related
260912,January,Monday,12,Suicide-related
260913,January,Monday,17,Suicide-related
260914,January,Monday,14,Suicide-related
260915,January,Monday,21,Suicide-related
260916,January,Monday,17,Suicide-related
260918,January,Monday,11,Suicide-related
260921,January,Monday,10,Suicide-related
260926,January,Monday,11,Suicide-related
260927,January,Monday,13,Suicide-related
260930,January,Monday,22,Suicide-related
260932,January,Monday,14,Suicide-related
260933,January,Monday,13,Suicide-related
260935,January,Monday,15,Suicide-related
260936,January,Monday,2,Suicide-related
260937,January,Monday,10,Suicide-related
260938,January,Monday,7,Suicide-related
260939,January,Monday,6,Suicide-related
260941,January,Monday,21,Suicide-related
260943,January,Monday,20,Suicide-related
260945,January,Monday,10,Suicide-related
260946,January,Monday,20,Suicide-related
260950,January,Monday,5,Suicide-related
260951,January,Monday,20,Suicide-related
260952,January,Monday,16,Suicide-related
260955,January,Monday,6,Suicide-related
260965,January,Monday,16,Suicide-related
260966,January,Monday,12,Suicide-related
260971,January,Monday,8,Suicide-related
260972,January,Monday,14,Suicide-related
260977,January,Monday,20,Suicide-related
260979,January,Monday,21,Suicide-related
260981,January,Monday,23,Suicide-related
260984,January,Monday,14,Suicide-related
260985,January,Monday,10,Suicide-related
260987,January,Monday,0,Suicide-related
260988,January,Monday,21,Suicide-related
260990,January,Monday,15,Suicide-related
260991,January,Monday,5,Suicide-related
260994,January,Monday,13,Suicide-related
260995,January,Monday,20,Suicide-related
261000,January,Monday,18,Suicide-related
261004,January,Tuesday,22,Suicide-related
261005,January,Tuesday,3,Suicide-related
261006,January,Tuesday,23,Suicide-related
261009,January,Tuesday,7,Suicide-related
261015,January,Tuesday,10,Suicide-related
261016,January,Tuesday,21,Suicide-related
261017,January,Tuesday,18,Suicide-related
261020,January,Tuesday,23,Suicide-related
261023,January,Tuesday,16,Suicide-related
261024,January,Tuesday,23,Suicide-related
261026,January,Tuesday,20,Suicide-related
261027,January,Tuesday,19,Suicide-related
261029,January,Tuesday,21,Suicide-related
261038,January,Tuesday,20,Suicide-related
261042,January,Tuesday,13,Suicide-related
261046,January,Tuesday,19,Suicide-related
261049,January,Tuesday,17,Suicide-related
261051,January,Tuesday,16,Suicide-related
261052,January,Tuesday,16,Suicide-related
261053,January,Tuesday,14,Suicide-related
261058,January,Tuesday,16,Suicide-related
261063,January,Tuesday,23,Suicide-related
261065,January,Tuesday,22,Suicide-related
261066,January,Tuesday,9,Suicide-related
261068,January,Tuesday,16,Suicide-related
261069,January,Tuesday,4,Suicide-related
261071,January,Tuesday,17,Suicide-related
261074,January,Tuesday,19,Suicide-related
261078,January,Tuesday,19,Suicide-related
261082,January,Wednesday,16,Suicide-related
261086,January,Wednesday,18,Suicide-related
261087,January,Wednesday,13,Suicide-related
261093,January,Wednesday,20,Suicide-related
261096,January,Wednesday,13,Suicide-related
261097,January,Wednesday,20,Suicide-related
261101,January,Wednesday,8,Suicide-related
261103,January,Wednesday,23,Suicide-related
261107,January,Wednesday,18,Suicide-related
261114,January,Wednesday,5,Suicide-related
261120,January,Wednesday,22,Suicide-related
261123,January,Wednesday,22,Suicide-related
261124,January,Wednesday,22,Suicide-related
261125,January,Wednesday,10,Suicide-related
261133,January,Wednesday,18,Suicide-related
261134,January,Wednesday,11,Suicide-related
261135,January,Wednesday,16,Suicide-related
261136,January,Wednesday,18,Suicide-related
261137,January,Wednesday,22,Suicide-related
261138,January,Wednesday,11,Suicide-related
261139,January,Wednesday,17,Suicide-related
261140,January,Wednesday,9,Suicide-related
261142,January,Wednesday,10,Suicide-related
261147,January,Wednesday,23,Suicide-related
261148,January,Wednesday,17,Suicide-related
261149,January,Wednesday,21,Suicide-related
261151,January,Wednesday,1,Suicide-related
261152,January,Wednesday,12,Suicide-related
261153,January,Wednesday,10,Suicide-related
261154,January,Wednesday,12,Suicide-related
261156,January,Wednesday,15,Suicide-related
261159,January,Wednesday,2,Suicide-related
261160,January,Wednesday,16,Suicide-related
261162,January,Wednesday,22,Suicide-related
261166,January,Thursday,17,Suicide-related
261167,January,Thursday,13,Suicide-related
261169,January,Thursday,7,Suicide-related
261170,January,Thursday,20,Suicide-related
261172,January,Thursday,10,Suicide-related
261173,January,Thursday,1,Suicide-related
261175,January,Thursday,11,Suicide-related
261180,January,Thursday,23,Suicide-related
261181,January,Thursday,12,Suicide-related
261184,January,Thursday,20,Suicide-related
261188,January,Thursday,15,Suicide-related
261192,January,Thursday,19,Suicide-related
261194,January,Thursday,12,Suicide-related
261201,January,Thursday,12,Suicide-related
261204,January,Thursday,8,Suicide-related
261206,January,Thursday,0,Suicide-related
261213,January,Thursday,23,Suicide-related
261216,January,Thursday,17,Suicide-related
261217,January,Thursday,12,Suicide-related
261219,January,Thursday,20,Suicide-related
261226,January,Thursday,11,Suicide-related
261228,January,Thursday,14,Suicide-related
261231,January,Thursday,22,Suicide-related
261232,January,Friday,18,Suicide-related
261233,January,Friday,16,Suicide-related
261234,January,Friday,23,Suicide-related
261235,January,Friday,2,Suicide-related
261239,January,Friday,8,Suicide-related
261241,January,Friday,4,Suicide-related
261243,January,Friday,19,Suicide-related
261245,January,Friday,20,Suicide-related
261248,January,Friday,22,Suicide-related
261249,January,Friday,4,Suicide-related
261250,January,Friday,22,Suicide-related
261254,January,Friday,23,Suicide-related
261255,January,Friday,22,Suicide-related
261259,January,Friday,23,Suicide-related
261262,January,Friday,4,Suicide-related
261264,January,Friday,10,Suicide-related
261267,January,Friday,23,Suicide-related
261268,January,Friday,11,Suicide-related
261269,January,Friday,1,Suicide-related
261270,January,Friday,16,Suicide-related
261273,January,Friday,5,Suicide-related
261276,January,Friday,18,Suicide-related
261280,January,Friday,13,Suicide-related
261288,January,Friday,13,Suicide-related
261289,January,Friday,12,Suicide-related
261290,January,Friday,10,Suicide-related
261293,January,Friday,14,Suicide-related
261297,January,Friday,20,Suicide-related
261302,January,Friday,20,Suicide-related
261306,January,Friday,3,Suicide-related
261310,January,Friday,17,Suicide-related
261311,January,Friday,21,Suicide-related
261313,January,Friday,17,Suicide-related
261316,January,Saturday,11,Suicide-related
261317,January,Saturday,16,Suicide-related
261320,January,Saturday,17,Suicide-related
261321,January,Saturday,16,Suicide-related
261322,January,Saturday,16,Suicide-related
261325,January,Saturday,10,Suicide-related
261326,January,Saturday,21,Suicide-related
261329,January,Saturday,20,Suicide-related
261332,January,Saturday,6,Suicide-related
261333,January,Saturday,21,Suicide-related
261336,January,Saturday,0,Suicide-related
261337,January,Saturday,11,Suicide-related
261338,January,Saturday,17,Suicide-related
261339,January,Saturday,13,Suicide-related
261341,January,Saturday,13,Suicide-related
261344,January,Saturday,21,Suicide-related
261347,January,Saturday,14,Suicide-related
261350,January,Saturday,10,Suicide-related
261359,January,Saturday,7,Suicide-related
261360,January,Saturday,15,Suicide-related
261361,January,Saturday,2,Suicide-related
261365,January,Saturday,2,Suicide-related
261375,January,Saturday,22,Suicide-related
261377,January,Saturday,11,Suicide-related
261378,January,Saturday,18,Suicide-related
261382,January,Saturday,12,Suicide-related
261383,January,Sunday,0,Suicide-related
261388,January,Sunday,21,Suicide-related
261389,January,Sunday,12,Suicide-related
261390,January,Sunday,15,Suicide-related
261391,January,Sunday,17,Suicide-related
261392,January,Sunday,22,Suicide-related
261394,January,Sunday,15,Suicide-related
261396,January,Sunday,5,Suicide-related
261397,January,Sunday,19,Suicide-related
261398,January,Sunday,13,Suicide-related
261401,January,Sunday,6,Suicide-related
261402,January,Sunday,16,Suicide-related
261404,January,Sunday,21,Suicide-related
261405,January,Sunday,11,Suicide-related
261406,January,Sunday,15,Suicide-related
261410,January,Sunday,9,Suicide-related
261411,January,Sunday,0,Suicide-related
261412,January,Sunday,0,Suicide-related
261417,January,Sunday,0,Suicide-related
261418,January,Sunday,8,Suicide-related
261419,January,Sunday,15,Suicide-related
261422,January,Sunday,10,Suicide-related
261423,January,Sunday,14,Suicide-related
261424,January,Sunday,20,Suicide-related
261427,January,Sunday,22,Suicide-related
261432,January,Sunday,16,Suicide-related
261433,January,Sunday,17,Suicide-related
261434,January,Sunday,1,Suicide-related
261436,January,Sunday,0,Suicide-related
261442,January,Sunday,13,Suicide-related
261454,January,Monday,3,Suicide-related
261455,January,Monday,13,Suicide-related
261462,January,Monday,18,Suicide-related
261464,January,Monday,10,Suicide-related
261465,January,Monday,15,Suicide-related
261471,January,Monday,12,Suicide-related
261472,January,Monday,10,Suicide-related
261475,January,Monday,9,Suicide-related
261476,January,Monday,17,Suicide-related
261479,January,Monday,14,Suicide-related
261481,January,Monday,13,Suicide-related
261485,January,Monday,16,Suicide-related
261486,January,Monday,12,Suicide-related
261487,January,Monday,17,Suicide-related
261491,January,Monday,3,Suicide-related
261495,January,Monday,17,Suicide-related
261503,January,Monday,23,Suicide-related
261508,January,Monday,18,Suicide-related
261511,January,Monday,21,Suicide-related
261513,January,Monday,21,Suicide-related
261518,January,Monday,4,Suicide-related
261519,January,Monday,23,Suicide-related
261524,January,Monday,13,Suicide-related
261525,January,Monday,22,Suicide-related
261526,January,Monday,15,Suicide-related
261527,January,Monday,20,Suicide-related
261529,January,Monday,13,Suicide-related
261530,January,Tuesday,3,Suicide-related
261532,January,Tuesday,19,Suicide-related
261534,January,Tuesday,14,Suicide-related
261536,January,Tuesday,11,Suicide-related
261538,January,Tuesday,15,Suicide-related
261544,January,Tuesday,22,Suicide-related
261547,January,Tuesday,0,Suicide-related
261548,January,Tuesday,13,Suicide-related
261551,January,Tuesday,11,Suicide-related
261552,January,Tuesday,21,Suicide-related
261553,January,Tuesday,10,Suicide-related
261554,January,Tuesday,20,Suicide-related
261556,January,Tuesday,1,Suicide-related
261558,January,Tuesday,13,Suicide-related
261559,January,Tuesday,10,Suicide-related
261562,January,Tuesday,13,Suicide-related
261564,January,Tuesday,6,Suicide-related
261567,January,Tuesday,23,Suicide-related
261573,January,Tuesday,17,Suicide-related
261576,January,Tuesday,22,Suicide-related
261579,January,Tuesday,23,Suicide-related
261580,January,Tuesday,16,Suicide-related
261581,January,Tuesday,14,Suicide-related
261582,January,Tuesday,16,Suicide-related
261584,January,Tuesday,11,Suicide-related
261586,January,Tuesday,9,Suicide-related
261587,January,Tuesday,21,Suicide-related
261592,January,Tuesday,21,Suicide-related
261593,January,Tuesday,15,Suicide-related
261597,January,Tuesday,7,Suicide-related
261598,January,Tuesday,12,Suicide-related
261603,January,Wednesday,17,Suicide-related
261605,January,Wednesday,19,Suicide-related
261608,January,Wednesday,0,Suicide-related
261611,January,Wednesday,15,Suicide-related
261614,January,Wednesday,9,Suicide-related
261615,January,Wednesday,21,Suicide-related
261617,January,Wednesday,21,Suicide-related
261619,January,Wednesday,0,Suicide-related
261623,January,Wednesday,23,Suicide-related
261624,January,Wednesday,21,Suicide-related
261625,January,Wednesday,15,Suicide-related
261626,January,Wednesday,15,Suicide-related
261627,January,Wednesday,12,Suicide-related
261631,January,Wednesday,11,Suicide-related
261635,January,Wednesday,3,Suicide-related
261640,January,Wednesday,15,Suicide-related
261641,January,Wednesday,15,Suicide-related
261642,January,Wednesday,21,Suicide-related
261648,January,Wednesday,17,Suicide-related
261659,January,Wednesday,21,Suicide-related
261671,January,Wednesday,14,Suicide-related
261675,January,Wednesday,20,Suicide-related
261676,January,Wednesday,21,Suicide-related
261677,January,Wednesday,10,Suicide-related
261678,January,Wednesday,1,Suicide-related
261683,January,Thursday,13,Suicide-related
261687,January,Thursday,22,Suicide-related
261688,January,Thursday,1,Suicide-related
261690,January,Thursday,15,Suicide-related
261695,January,Thursday,20,Suicide-related
261698,January,Thursday,17,Suicide-related
261703,January,Thursday,20,Suicide-related
261707,January,Thursday,8,Suicide-related
261710,January,Thursday,22,Suicide-related
261712,January,Thursday,21,Suicide-related
261722,January,Thursday,18,Suicide-related
261723,January,Thursday,14,Suicide-related
261724,January,Thursday,18,Suicide-related
261731,January,Thursday,18,Suicide-related
261736,January,Thursday,20,Suicide-related
261737,January,Thursday,13,Suicide-related
261743,January,Thursday,10,Suicide-related
261745,January,Thursday,11,Suicide-related
261746,January,Thursday,15,Suicide-related
261748,January,Thursday,16,Suicide-related
261750,January,Thursday,19,Suicide-related
261751,January,Thursday,16,Suicide-related
261754,January,Thursday,17,Suicide-related
261756,January,Thursday,15,Suicide-related
261760,January,Thursday,1,Suicide-related
261762,January,Thursday,18,Suicide-related
261765,January,Thursday,10,Suicide-related
261767,January,Thursday,21,Suicide-related
261773,January,Friday,15,Suicide-related
261776,January,Friday,15,Suicide-related
261777,January,Friday,23,Suicide-related
261778,January,Friday,5,Suicide-related
261780,January,Friday,15,Suicide-related
261783,January,Friday,10,Suicide-related
261784,January,Friday,11,Suicide-related
261786,January,Friday,19,Suicide-related
261788,January,Friday,12,Suicide-related
261789,January,Friday,12,Suicide-related
261790,January,Friday,23,Suicide-related
261791,January,Friday,13,Suicide-related
261792,January,Friday,12,Suicide-related
261794,January,Friday,12,Suicide-related
261796,January,Friday,16,Suicide-related
261797,January,Friday,20,Suicide-related
261800,January,Friday,14,Suicide-related
261801,January,Friday,21,Suicide-related
261802,January,Friday,10,Suicide-related
261807,January,Friday,16,Suicide-related
261808,January,Friday,20,Suicide-related
261809,January,Friday,14,Suicide-related
261811,January,Friday,23,Suicide-related
261813,January,Friday,13,Suicide-related
261816,January,Friday,0,Suicide-related
261817,January,Friday,23,Suicide-related
261819,January,Friday,22,Suicide-related
261820,January,Friday,2,Suicide-related
261822,January,Friday,23,Suicide-related
261823,January,Friday,11,Suicide-related
261824,January,Friday,14,Suicide-related
261826,January,Friday,9,Suicide-related
261828,January,Friday,23,Suicide-related
261834,January,Friday,15,Suicide-related
261837,January,Friday,15,Suicide-related
261838,January,Friday,3,Suicide-related
261839,January,Friday,13,Suicide-related
261841,January,Friday,0,Suicide-related
261844,January,Friday,10,Suicide-related
261846,January,Friday,14,Suicide-related
261848,January,Friday,0,Suicide-related
261851,January,Friday,11,Suicide-related
261852,January,Friday,11,Suicide-related
261853,January,Friday,12,Suicide-related
261858,January,Saturday,13,Suicide-related
261859,January,Saturday,3,Suicide-related
261861,January,Saturday,7,Suicide-related
261863,January,Saturday,3,Suicide-related
261864,January,Saturday,15,Suicide-related
261865,January,Saturday,21,Suicide-related
261868,January,Saturday,7,Suicide-related
261870,January,Saturday,7,Suicide-related
261872,January,Saturday,22,Suicide-related
261873,January,Saturday,1,Suicide-related
261877,January,Saturday,14,Suicide-related
261878,January,Saturday,21,Suicide-related
261881,January,Saturday,1,Suicide-related
261882,January,Saturday,21,Suicide-related
261888,January,Saturday,18,Suicide-related
261891,January,Saturday,1,Suicide-related
261892,January,Saturday,17,Suicide-related
261893,January,Saturday,11,Suicide-related
261894,January,Saturday,7,Suicide-related
261895,January,Saturday,13,Suicide-related
261898,January,Saturday,5,Suicide-related
261899,January,Saturday,21,Suicide-related
261900,January,Saturday,22,Suicide-related
261901,January,Saturday,22,Suicide-related
261902,January,Saturday,11,Suicide-related
261909,January,Saturday,13,Suicide-related
261912,January,Saturday,3,Suicide-related
261916,January,Saturday,19,Suicide-related
261918,January,Saturday,1,Suicide-related
261919,January,Saturday,0,Suicide-related
261921,January,Saturday,9,Suicide-related
261930,January,Sunday,22,Suicide-related
261932,January,Sunday,16,Suicide-related
261933,January,Sunday,22,Suicide-related
261936,January,Sunday,17,Suicide-related
261938,January,Sunday,1,Suicide-related
261939,January,Sunday,21,Suicide-related
261940,January,Sunday,13,Suicide-related
261941,January,Sunday,9,Suicide-related
261943,January,Sunday,3,Suicide-related
261944,January,Sunday,14,Suicide-related
261946,January,Sunday,20,Suicide-related
261959,January,Sunday,0,Suicide-related
261960,January,Sunday,11,Suicide-related
261961,January,Sunday,22,Suicide-related
261963,January,Sunday,16,Suicide-related
261965,January,Sunday,6,Suicide-related
261972,January,Sunday,15,Suicide-related
261977,January,Monday,12,Suicide-related
261979,January,Monday,0,Suicide-related
261980,January,Monday,20,Suicide-related
261981,January,Monday,21,Suicide-related
