objectid,event_month,event_dow,event_hour,event_type
66009,October,Thursday,23,Suicide-related
66011,October,Thursday,9,Suicide-related
66014,October,Thursday,4,Suicide-related
66016,October,Thursday,12,Suicide-related
66017,October,Thursday,18,Suicide-related
66018,October,Thursday,21,Suicide-related
66019,October,Thursday,16,Suicide-related
66024,October,Thursday,17,Suicide-related
66026,October,Thursday,0,Suicide-related
66027,October,Thursday,19,Suicide-related
66028,October,Thursday,13,Suicide-related
66032,October,Thursday,23,Suicide-related
66033,October,Thursday,10,Suicide-related
66035,October,Thursday,15,Suicide-related
66037,October,Thursday,7,Suicide-related
66038,October,Thursday,1,Suicide-related
66039,October,Thursday,18,Suicide-related
66043,October,Thursday,17,Suicide-related
66044,October,Thursday,15,Suicide-related
66046,October,Thursday,19,Suicide-related
66047,October,Thursday,16,Suicide-related
66050,October,Thursday,16,Suicide-related
66051,October,Thursday,13,Suicide-related
66059,October,Thursday,18,Suicide-related
66063,October,Thursday,21,Suicide-related
66079,October,Friday,12,Suicide-related
66086,October,Friday,13,Suicide-related
66089,October,Friday,14,Suicide-related
66091,October,Friday,17,Suicide-related
66092,October,Friday,18,Suicide-related
66094,October,Friday,22,Suicide-related
66099,October,Friday,11,Suicide-related
66100,October,Friday,23,Suicide-related
66107,October,Friday,15,Suicide-related
66113,October,Friday,21,Suicide-related
66116,October,Friday,21,Suicide-related
66123,October,Friday,20,Suicide-related
66126,October,Friday,9,Suicide-related
66128,October,Friday,11,Suicide-related
66131,October,Friday,18,Suicide-related
66133,October,Saturday,11,Suicide-related
66136,October,Saturday,18,Suicide-related
66137,October,Saturday,5,Suicide-related
66138,October,Saturday,17,Suicide-related
66142,October,Saturday,11,Suicide-related
66145,October,Saturday,22,Suicide-related
66146,October,Saturday,7,Suicide-related
66148,October,Saturday,16,Suicide-related
66149,October,Saturday,14,Suicide-related
66150,October,Saturday,10,Suicide-related
66161,October,Saturday,16,Suicide-related
66162,October,Saturday,12,Suicide-related
66166,October,Saturday,1,Suicide-related
66170,October,Saturday,10,Suicide-related
66184,October,Sunday,22,Suicide-related
66185,October,Sunday,17,Suicide-related
66187,October,Sunday,2,Suicide-related
66196,October,Sunday,23,Suicide-related
66198,October,Sunday,11,Suicide-related
66199,October,Sunday,3,Suicide-related
66203,October,Sunday,23,Suicide-related
66206,October,Sunday,12,Suicide-related
66207,October,Sunday,21,Suicide-related
66208,October,Sunday,17,Suicide-related
66214,October,Sunday,16,Suicide-related
66216,October,Sunday,23,Suicide-related
66218,October,Sunday,11,Suicide-related
66222,October,Sunday,17,Suicide-related
66225,October,Sunday,0,Suicide-related
66231,October,Sunday,21,Suicide-related
66242,October,Monday,23,Suicide-related
66243,October,Monday,12,Suicide-related
66245,October,Monday,19,Suicide-related
66249,October,Monday,13,Suicide-related
66250,October,Monday,19,Suicide-related
66254,October,Monday,11,Suicide-related
66255,October,Monday,18,Suicide-related
66259,October,Monday,1,Suicide-related
66260,October,Monday,19,Suicide-related
66269,October,Monday,22,Suicide-related
66277,October,Monday,17,Suicide-related
66279,October,Monday,0,Suicide-related
66280,October,Monday,18,Suicide-related
66281,October,Monday,10,Suicide-related
66296,October,Monday,9,Suicide-related
66298,October,Monday,6,Suicide-related
66303,October,Monday,9,Suicide-related
66309,October,Tuesday,2,Suicide-related
66313,October,Tuesday,9,Suicide-related
66316,October,Tuesday,10,Suicide-related
66320,October,Tuesday,8,Suicide-related
66321,October,Tuesday,15,Suicide-related
66324,October,Tuesday,18,Suicide-related
66326,October,Tuesday,20,Suicide-related
66332,October,Tuesday,18,Suicide-related
66341,October,Tuesday,19,Suicide-related
66350,October,Tuesday,15,Suicide-related
66352,October,Tuesday,20,Suicide-related
66360,October,Tuesday,22,Suicide-related
66361,October,Tuesday,8,Suicide-related
66362,October,Tuesday,8,Suicide-related
66365,October,Tuesday,0,Suicide-related
66375,October,Wednesday,7,Suicide-related
66379,October,Wednesday,23,Suicide-related
66380,October,Wednesday,21,Suicide-related
66381,October,Wednesday,14,Suicide-related
66385,October,Wednesday,21,Suicide-related
66387,October,Wednesday,16,Suicide-related
66391,October,Wednesday,15,Suicide-related
66395,October,Wednesday,11,Suicide-related
66398,October,Wednesday,15,Suicide-related
66400,October,Wednesday,21,Suicide-related
66401,October,Wednesday,11,Suicide-related
66407,October,Wednesday,18,Suicide-related
66410,October,Wednesday,17,Suicide-related
66413,October,Wednesday,0,Suicide-related
66414,October,Wednesday,4,Suicide-related
66419,October,Wednesday,15,Suicide-related
66423,October,Wednesday,9,Suicide-related
66425,October,Wednesday,19,Suicide-related
66431,October,Wednesday,19,Suicide-related
66435,October,Wednesday,20,Suicide-related
66443,October,Wednesday,9,Suicide-related
66444,October,Wednesday,15,Suicide-related
66448,October,Thursday,17,Suicide-related
66454,October,Thursday,10,Suicide-related
66456,October,Thursday,19,Suicide-related
66457,October,Thursday,22,Suicide-related
66459,October,Thursday,20,Suicide-related
66464,October,Thursday,12,Suicide-related
66468,October,Thursday,18,Suicide-related
66471,October,Thursday,3,Suicide-related
66480,October,Thursday,20,Suicide-related
66484,October,Thursday,8,Suicide-related
66487,October,Thursday,14,Suicide-related
66490,October,Thursday,16,Suicide-related
66491,October,Thursday,16,Suicide-related
66493,October,Thursday,21,Suicide-related
66496,October,Thursday,13,Suicide-related
66498,October,Thursday,21,Suicide-related
66499,October,Thursday,20,Suicide-related
66501,October,Thursday,18,Suicide-related
66502,October,Thursday,15,Suicide-related
66503,October,Thursday,13,Suicide-related
66506,October,Friday,7,Suicide-related
66512,October,Friday,12,Suicide-related
66517,October,Friday,20,Suicide-related
66525,October,Friday,11,Suicide-related
66526,October,Friday,18,Suicide-related
66527,October,Friday,12,Suicide-related
66531,October,Friday,12,Suicide-related
66533,October,Friday,20,Suicide-related
66537,October,Friday,16,Suicide-related
66541,October,Friday,12,Suicide-related
66550,October,Friday,22,Suicide-related
66552,October,Friday,0,Suicide-related
66558,October,Friday,16,Suicide-related
66560,October,Friday,10,Suicide-related
66564,October,Friday,18,Suicide-related
66565,October,Friday,23,Suicide-related
66572,October,Saturday,4,Suicide-related
66575,October,Saturday,13,Suicide-related
66579,October,Saturday,23,Suicide-related
66581,October,Saturday,15,Suicide-related
66587,October,Saturday,21,Suicide-related
66588,October,Saturday,20,Suicide-related
66590,October,Saturday,22,Suicide-related
66591,October,Saturday,6,Suicide-related
66592,October,Saturday,13,Suicide-related
66593,October,Saturday,7,Suicide-related
66595,October,Saturday,23,Suicide-related
66599,October,Saturday,23,Suicide-related
66602,October,Saturday,5,Suicide-related
66606,October,Saturday,17,Suicide-related
66607,October,Saturday,23,Suicide-related
66616,October,Saturday,1,Suicide-related
66618,October,Saturday,20,Suicide-related
66619,October,Saturday,15,Suicide-related
66621,October,Saturday,16,Suicide-related
66623,October,Sunday,13,Suicide-related
66626,October,Sunday,21,Suicide-related
66631,October,Sunday,13,Suicide-related
66634,October,Sunday,16,Suicide-related
66635,October,Sunday,1,Suicide-related
66639,October,Sunday,23,Suicide-related
66640,October,Sunday,7,Suicide-related
66641,October,Sunday,1,Suicide-related
66643,October,Sunday,13,Suicide-related
66648,October,Sunday,17,Suicide-related
66651,October,Sunday,16,Suicide-related
66652,October,Sunday,23,Suicide-related
66653,October,Sunday,16,Suicide-related
66654,October,Sunday,23,Suicide-related
66656,October,Sunday,18,Suicide-related
66658,October,Sunday,19,Suicide-related
66660,October,Sunday,20,Suicide-related
66664,October,Sunday,17,Suicide-related
66668,October,Sunday,19,Suicide-related
66674,October,Sunday,1,Suicide-related
66676,October,Sunday,19,Suicide-related
66677,October,Sunday,14,Suicide-related
66681,October,Monday,15,Suicide-related
66682,October,Monday,4,Suicide-related
66698,October,Monday,21,Suicide-related
66701,October,Monday,3,Suicide-related
66703,October,Monday,10,Suicide-related
66710,October,Monday,0,Suicide-related
66711,October,Monday,19,Suicide-related
66714,October,Monday,8,Suicide-related
66715,October,Monday,1,Suicide-related
66720,October,Monday,22,Suicide-related
66721,October,Monday,15,Suicide-related
66723,October,Monday,21,Suicide-related
66727,October,Monday,1,Suicide-related
66730,October,Monday,12,Suicide-related
66732,October,Monday,18,Suicide-related
66734,October,Monday,21,Suicide-related
66735,October,Monday,19,Suicide-related
66738,October,Monday,0,Suicide-related
66741,October,Monday,22,Suicide-related
66742,October,Monday,23,Suicide-related
66743,October,Monday,18,Suicide-related
66751,October,Monday,12,Suicide-related
66753,October,Monday,21,Suicide-related
66756,October,Monday,0,Suicide-related
66757,October,Monday,6,Suicide-related
66760,October,Monday,23,Suicide-related
66764,November,Tuesday,20,Suicide-related
66765,November,Tuesday,14,Suicide-related
66766,November,Tuesday,21,Suicide-related
66767,November,Tuesday,10,Suicide-related
66776,November,Tuesday,13,Suicide-related
66781,November,Tuesday,18,Suicide-related
66787,November,Tuesday,22,Suicide-related
66789,November,Tuesday,13,Suicide-related
66793,November,Tuesday,21,Suicide-related
66794,November,Tuesday,0,Suicide-related
66799,November,Tuesday,18,Suicide-related
66804,November,Tuesday,18,Suicide-related
66808,November,Tuesday,17,Suicide-related
66822,November,Tuesday,13,Suicide-related
66824,November,Tuesday,16,Suicide-related
66825,November,Tuesday,1,Suicide-related
66827,November,Tuesday,12,Suicide-related
66834,November,Tuesday,23,Suicide-related
66835,November,Tuesday,13,Suicide-related
66838,November,Tuesday,3,Suicide-related
66840,November,Wednesday,12,Suicide-related
66844,November,Wednesday,8,Suicide-related
66849,November,Wednesday,17,Suicide-related
66853,November,Wednesday,18,Suicide-related
66854,November,Wednesday,12,Suicide-related
66860,November,Wednesday,3,Suicide-related
66864,November,Wednesday,22,Suicide-related
66865,November,Wednesday,11,Suicide-related
66867,November,Wednesday,9,Suicide-related
66868,November,Wednesday,23,Suicide-related
66870,November,Wednesday,16,Suicide-related
66871,November,Wednesday,14,Suicide-related
66877,November,Wednesday,21,Suicide-related
66879,November,Wednesday,14,Suicide-related
66881,November,Wednesday,23,Suicide-related
66884,November,Wednesday,17,Suicide-related
66885,November,Wednesday,21,Suicide-related
66889,November,Wednesday,21,Suicide-related
66895,November,Wednesday,17,Suicide-related
66898,November,Wednesday,15,Suicide-related
66901,November,Wednesday,22,Suicide-related
66904,November,Wednesday,5,Suicide-related
66905,November,Wednesday,20,Suicide-related
66907,November,Wednesday,8,Suicide-related
66911,November,Wednesday,13,Suicide-related
66912,November,Wednesday,19,Suicide-related
66914,November,Wednesday,22,Suicide-related
66916,November,Wednesday,0,Suicide-related
66918,November,Wednesday,14,Suicide-related
66925,November,Wednesday,6,Suicide-related
66926,November,Wednesday,14,Suicide-related
66930,November,Wednesday,6,Suicide-related
66933,November,Thursday,12,Suicide-related
66936,November,Thursday,12,Suicide-related
66941,November,Thursday,7,Suicide-related
66946,November,Thursday,1,Suicide-related
66949,November,Thursday,13,Suicide-related
66951,November,Thursday,21,Suicide-related
66952,November,Thursday,12,Suicide-related
66961,November,Thursday,10,Suicide-related
66967,November,Thursday,20,Suicide-related
66969,November,Thursday,22,Suicide-related
66971,November,Thursday,20,Suicide-related
66972,November,Thursday,23,Suicide-related
66975,November,Thursday,9,Suicide-related
66977,November,Thursday,10,Suicide-related
66978,November,Thursday,12,Suicide-related
66982,November,Thursday,16,Suicide-related
66983,November,Thursday,10,Suicide-related
66994,November,Thursday,3,Suicide-related
67002,November,Thursday,16,Suicide-related
67005,November,Thursday,11,Suicide-related
67007,November,Thursday,23,Suicide-related
67009,November,Thursday,23,Suicide-related
67011,November,Thursday,3,Suicide-related
67016,November,Thursday,21,Suicide-related
67022,November,Thursday,15,Suicide-related
67023,November,Thursday,17,Suicide-related
67024,November,Thursday,13,Suicide-related
67027,November,Thursday,13,Suicide-related
67028,November,Thursday,16,Suicide-related
67030,November,Thursday,4,Suicide-related
67037,November,Thursday,19,Suicide-related
67039,November,Friday,23,Suicide-related
67041,November,Friday,13,Suicide-related
67043,November,Friday,16,Suicide-related
67049,November,Friday,1,Suicide-related
67050,November,Friday,20,Suicide-related
67052,November,Friday,11,Suicide-related
67055,November,Friday,3,Suicide-related
67062,November,Friday,3,Suicide-related
67065,November,Friday,1,Suicide-related
67066,November,Friday,0,Suicide-related
67068,November,Friday,12,Suicide-related
67069,November,Friday,3,Suicide-related
67076,November,Friday,14,Suicide-related
67077,November,Friday,1,Suicide-related
67078,November,Friday,3,Suicide-related
67080,November,Friday,13,Suicide-related
67082,November,Friday,20,Suicide-related
67085,November,Friday,2,Suicide-related
67086,November,Friday,19,Suicide-related
67088,November,Friday,20,Suicide-related
67090,November,Friday,20,Suicide-related
67100,November,Friday,21,Suicide-related
67107,November,Friday,12,Suicide-related
67112,November,Friday,9,Suicide-related
67114,November,Friday,14,Suicide-related
67116,November,Saturday,20,Suicide-related
67119,November,Saturday,12,Suicide-related
67123,November,Saturday,1,Suicide-related
67124,November,Saturday,0,Suicide-related
67125,November,Saturday,4,Suicide-related
67126,November,Saturday,21,Suicide-related
67129,November,Saturday,16,Suicide-related
67131,November,Saturday,0,Suicide-related
67134,November,Saturday,7,Suicide-related
67136,November,Saturday,15,Suicide-related
67150,November,Saturday,9,Suicide-related
67154,November,Saturday,11,Suicide-related
67159,November,Saturday,9,Suicide-related
67160,November,Saturday,1,Suicide-related
67161,November,Saturday,1,Suicide-related
67162,November,Saturday,22,Suicide-related
67164,November,Saturday,22,Suicide-related
67169,November,Saturday,14,Suicide-related
67174,November,Saturday,22,Suicide-related
67175,November,Saturday,4,Suicide-related
67176,November,Saturday,20,Suicide-related
67178,November,Saturday,1,Suicide-related
67180,November,Saturday,13,Suicide-related
67182,November,Saturday,13,Suicide-related
67184,November,Saturday,4,Suicide-related
67186,November,Sunday,13,Suicide-related
67187,November,Sunday,2,Suicide-related
67188,November,Sunday,0,Suicide-related
67191,November,Sunday,19,Suicide-related
67192,November,Sunday,14,Suicide-related
67195,November,Sunday,17,Suicide-related
67196,November,Sunday,20,Suicide-related
67204,November,Sunday,1,Suicide-related
67205,November,Sunday,12,Suicide-related
67212,November,Sunday,14,Suicide-related
67216,November,Sunday,14,Suicide-related
67221,November,Sunday,1,Suicide-related
67231,November,Monday,18,Suicide-related
67234,November,Monday,16,Suicide-related
67236,November,Monday,13,Suicide-related
67239,November,Monday,13,Suicide-related
67243,November,Monday,21,Suicide-related
67249,November,Monday,9,Suicide-related
67254,November,Monday,5,Suicide-related
67256,November,Monday,9,Suicide-related
67262,November,Monday,15,Suicide-related
67264,November,Monday,15,Suicide-related
67265,November,Monday,19,Suicide-related
67268,November,Monday,17,Suicide-related
67269,November,Monday,11,Suicide-related
67277,November,Monday,16,Suicide-related
67279,November,Monday,23,Suicide-related
67282,November,Monday,12,Suicide-related
67290,November,Monday,17,Suicide-related
67292,November,Monday,12,Suicide-related
67293,November,Tuesday,16,Suicide-related
67298,November,Tuesday,10,Suicide-related
67301,November,Tuesday,7,Suicide-related
67305,November,Tuesday,17,Suicide-related
67311,November,Tuesday,21,Suicide-related
67312,November,Tuesday,2,Suicide-related
67314,November,Tuesday,20,Suicide-related
67318,November,Tuesday,15,Suicide-related
67319,November,Tuesday,13,Suicide-related
67320,November,Tuesday,19,Suicide-related
67322,November,Tuesday,15,Suicide-related
67323,November,Tuesday,16,Suicide-related
67326,November,Tuesday,17,Suicide-related
67329,November,Tuesday,1,Suicide-related
67331,November,Tuesday,20,Suicide-related
67337,November,Tuesday,12,Suicide-related
67339,November,Tuesday,2,Suicide-related
67341,November,Tuesday,16,Suicide-related
67349,November,Tuesday,17,Suicide-related
67350,November,Tuesday,22,Suicide-related
67356,November,Tuesday,0,Suicide-related
67360,November,Tuesday,5,Suicide-related
67363,November,Wednesday,16,Suicide-related
67364,November,Wednesday,8,Suicide-related
67366,November,Wednesday,4,Suicide-related
67369,November,Wednesday,16,Suicide-related
67371,November,Wednesday,16,Suicide-related
67374,November,Wednesday,11,Suicide-related
67377,November,Wednesday,14,Suicide-related
67382,November,Wednesday,23,Suicide-related
67390,November,Wednesday,12,Suicide-related
67392,November,Wednesday,14,Suicide-related
67394,November,Wednesday,19,Suicide-related
67397,November,Wednesday,9,Suicide-related
67398,November,Wednesday,18,Suicide-related
67404,November,Wednesday,16,Suicide-related
67405,November,Wednesday,4,Suicide-related
67407,November,Wednesday,7,Suicide-related
67408,November,Wednesday,0,Suicide-related
67413,November,Wednesday,22,Suicide-related
67415,November,Wednesday,15,Suicide-related
67420,November,Thursday,12,Suicide-related
67421,November,Thursday,20,Suicide-related
67423,November,Thursday,17,Suicide-related
67431,November,Thursday,16,Suicide-related
67432,November,Thursday,19,Suicide-related
67434,November,Thursday,7,Suicide-related
67437,November,Thursday,8,Suicide-related
67438,November,Thursday,11,Suicide-related
67439,November,Thursday,12,Suicide-related
67440,November,Thursday,23,Suicide-related
67442,November,Thursday,3,Suicide-related
67443,November,Thursday,21,Suicide-related
67445,November,Thursday,18,Suicide-related
67446,November,Thursday,13,Suicide-related
67448,November,Thursday,9,Suicide-related
67449,November,Thursday,5,Suicide-related
67453,November,Thursday,22,Suicide-related
67459,November,Thursday,10,Suicide-related
67469,November,Thursday,0,Suicide-related
67471,November,Thursday,13,Suicide-related
67472,November,Thursday,11,Suicide-related
67473,November,Thursday,23,Suicide-related
67475,November,Thursday,22,Suicide-related
67482,November,Thursday,16,Suicide-related
67488,November,Thursday,4,Suicide-related
67490,November,Thursday,23,Suicide-related
67491,November,Thursday,9,Suicide-related
67493,November,Thursday,23,Suicide-related
67494,November,Thursday,1,Suicide-related
67495,November,Thursday,0,Suicide-related
67497,November,Thursday,23,Suicide-related
67499,November,Thursday,10,Suicide-related
67500,November,Thursday,14,Suicide-related
67501,November,Thursday,22,Suicide-related
67508,November,Friday,14,Suicide-related
67510,November,Friday,0,Suicide-related
67511,November,Friday,7,Suicide-related
67515,November,Friday,14,Suicide-related
67516,November,Friday,17,Suicide-related
67521,November,Friday,20,Suicide-related
67523,November,Friday,11,Suicide-related
67528,November,Friday,13,Suicide-related
67529,November,Friday,19,Suicide-related
67535,November,Friday,16,Suicide-related
67536,November,Friday,4,Suicide-related
67538,November,Friday,4,Suicide-related
67544,November,Friday,16,Suicide-related
67546,November,Friday,16,Suicide-related
67547,November,Friday,18,Suicide-related
67554,November,Friday,15,Suicide-related
67556,November,Friday,11,Suicide-related
67558,November,Friday,9,Suicide-related
67567,November,Friday,20,Suicide-related
67570,November,Friday,9,Suicide-related
67572,November,Friday,18,Suicide-related
67574,November,Friday,0,Suicide-related
67576,November,Saturday,0,Suicide-related
67578,November,Saturday,9,Suicide-related
67579,November,Saturday,15,Suicide-related
67582,November,Saturday,16,Suicide-related
67600,November,Saturday,12,Suicide-related
67606,November,Saturday,10,Suicide-related
67613,November,Saturday,8,Suicide-related
67617,November,Saturday,10,Suicide-related
67618,November,Saturday,16,Suicide-related
67619,November,Saturday,15,Suicide-related
67625,November,Saturday,19,Suicide-related
67635,November,Sunday,17,Suicide-related
67641,November,Sunday,18,Suicide-related
67642,November,Sunday,7,Suicide-related
67643,November,Sunday,18,Suicide-related
67645,November,Sunday,20,Suicide-related
67648,November,Sunday,9,Suicide-related
67661,November,Sunday,16,Suicide-related
67665,November,Sunday,14,Suicide-related
67666,November,Sunday,17,Suicide-related
67673,November,Monday,20,Suicide-related
67676,November,Monday,0,Suicide-related
67677,November,Monday,13,Suicide-related
67678,November,Monday,16,Suicide-related
67679,November,Monday,13,Suicide-related
67680,November,Monday,20,Suicide-related
67683,November,Monday,19,Suicide-related
67687,November,Monday,16,Suicide-related
67688,November,Monday,23,Suicide-related
67692,November,Monday,18,Suicide-related
67693,November,Monday,10,Suicide-related
67714,November,Monday,21,Suicide-related
67715,November,Monday,23,Suicide-related
67720,November,Monday,15,Suicide-related
67721,November,Monday,21,Suicide-related
67729,November,Monday,15,Suicide-related
67737,November,Tuesday,17,Suicide-related
67741,November,Tuesday,14,Suicide-related
67744,November,Tuesday,3,Suicide-related
67745,November,Tuesday,12,Suicide-related
67746,November,Tuesday,10,Suicide-related
67751,November,Tuesday,13,Suicide-related
67755,November,Tuesday,19,Suicide-related
67758,November,Tuesday,11,Suicide-related
67763,November,Tuesday,23,Suicide-related
67764,November,Tuesday,11,Suicide-related
67767,November,Tuesday,18,Suicide-related
67769,November,Tuesday,22,Suicide-related
67772,November,Tuesday,14,Suicide-related
67780,November,Tuesday,14,Suicide-related
67782,November,Tuesday,19,Suicide-related
67783,November,Tuesday,3,Suicide-related
67787,November,Tuesday,22,Suicide-related
67788,November,Tuesday,19,Suicide-related
67789,November,Tuesday,18,Suicide-related
67793,November,Tuesday,19,Suicide-related
67798,November,Tuesday,11,Suicide-related
67800,November,Tuesday,23,Suicide-related
67805,November,Tuesday,0,Suicide-related
67810,November,Wednesday,12,Suicide-related
67812,November,Wednesday,11,Suicide-related
67815,November,Wednesday,20,Suicide-related
67821,November,Wednesday,10,Suicide-related
67824,November,Wednesday,4,Suicide-related
67828,November,Wednesday,23,Suicide-related
67834,November,Wednesday,13,Suicide-related
67845,November,Wednesday,23,Suicide-related
67854,November,Wednesday,0,Suicide-related
67859,November,Wednesday,11,Suicide-related
67860,November,Wednesday,12,Suicide-related
67861,November,Wednesday,19,Suicide-related
67862,November,Wednesday,16,Suicide-related
67868,November,Wednesday,0,Suicide-related
67874,November,Wednesday,12,Suicide-related
67875,November,Wednesday,8,Suicide-related
67876,November,Thursday,14,Suicide-related
67882,November,Thursday,16,Suicide-related
67890,November,Thursday,22,Suicide-related
67899,November,Thursday,7,Suicide-related
67900,November,Thursday,9,Suicide-related
67901,November,Thursday,15,Suicide-related
67908,November,Thursday,14,Suicide-related
67909,November,Thursday,17,Suicide-related
67913,November,Thursday,15,Suicide-related
67915,November,Thursday,1,Suicide-related
67924,November,Thursday,13,Suicide-related
67925,November,Thursday,16,Suicide-related
67928,November,Thursday,18,Suicide-related
67929,November,Thursday,1,Suicide-related
67930,November,Thursday,22,Suicide-related
67931,November,Thursday,6,Suicide-related
67935,November,Thursday,20,Suicide-related
67938,November,Thursday,7,Suicide-related
67942,November,Thursday,12,Suicide-related
67948,November,Thursday,21,Suicide-related
67949,November,Thursday,1,Suicide-related
67953,November,Friday,11,Suicide-related
67957,November,Friday,10,Suicide-related
67959,November,Friday,21,Suicide-related
67960,November,Friday,19,Suicide-related
67963,November,Friday,12,Suicide-related
67965,November,Friday,22,Suicide-related
67968,November,Friday,10,Suicide-related
67969,November,Friday,21,Suicide-related
67970,November,Friday,13,Suicide-related
67977,November,Friday,16,Suicide-related
67981,November,Friday,23,Suicide-related
67982,November,Friday,18,Suicide-related
67983,November,Friday,12,Suicide-related
67985,November,Friday,17,Suicide-related
67986,November,Friday,3,Suicide-related
67988,November,Friday,10,Suicide-related
67991,November,Friday,23,Suicide-related
67993,November,Friday,16,Suicide-related
67994,November,Friday,22,Suicide-related
68000,November,Friday,10,Suicide-related
68007,November,Friday,10,Suicide-related
68009,November,Friday,15,Suicide-related
68010,November,Friday,18,Suicide-related
68012,November,Friday,14,Suicide-related
68013,November,Friday,10,Suicide-related
68023,November,Friday,13,Suicide-related
68024,November,Friday,13,Suicide-related
68025,November,Friday,18,Suicide-related
68026,November,Friday,19,Suicide-related
68029,November,Friday,15,Suicide-related
68030,November,Saturday,12,Suicide-related
68034,November,Saturday,18,Suicide-related
68036,November,Saturday,0,Suicide-related
68044,November,Saturday,23,Suicide-related
68049,November,Saturday,18,Suicide-related
68054,November,Saturday,22,Suicide-related
68055,November,Saturday,17,Suicide-related
68058,November,Saturday,19,Suicide-related
68060,November,Saturday,5,Suicide-related
68067,November,Saturday,20,Suicide-related
68069,November,Saturday,23,Suicide-related
68070,November,Saturday,13,Suicide-related
68071,November,Saturday,12,Suicide-related
68072,November,Saturday,21,Suicide-related
68075,November,Saturday,12,Suicide-related
68080,November,Saturday,21,Suicide-related
68081,November,Saturday,19,Suicide-related
68084,November,Saturday,18,Suicide-related
68085,November,Saturday,12,Suicide-related
68090,November,Saturday,15,Suicide-related
68091,November,Saturday,10,Suicide-related
68092,November,Saturday,13,Suicide-related
68095,November,Sunday,9,Suicide-related
68099,November,Sunday,2,Suicide-related
68100,November,Sunday,2,Suicide-related
68103,November,Sunday,20,Suicide-related
68104,November,Sunday,18,Suicide-related
68105,November,Sunday,2,Suicide-related
68110,November,Sunday,22,Suicide-related
68111,November,Sunday,22,Suicide-related
68112,November,Sunday,16,Suicide-related
68114,November,Sunday,19,Suicide-related
68115,November,Sunday,1,Suicide-related
68117,November,Sunday,16,Suicide-related
68118,November,Sunday,12,Suicide-related
68126,November,Sunday,0,Suicide-related
68127,November,Sunday,21,Suicide-related
68128,November,Sunday,0,Suicide-related
68129,November,Sunday,19,Suicide-related
68132,November,Sunday,21,Suicide-related
68135,November,Sunday,18,Suicide-related
68137,November,Sunday,18,Suicide-related
68148,November,Monday,22,Suicide-related
68152,November,Monday,1,Suicide-related
68154,November,Monday,6,Suicide-related
68155,November,Monday,0,Suicide-related
68165,November,Monday,18,Suicide-related
68166,November,Monday,18,Suicide-related
68171,November,Monday,17,Suicide-related
68174,November,Monday,6,Suicide-related
68176,November,Monday,16,Suicide-related
68177,November,Monday,12,Suicide-related
68181,November,Monday,0,Suicide-related
68182,November,Monday,19,Suicide-related
68184,November,Monday,13,Suicide-related
68194,November,Monday,1,Suicide-related
68201,November,Monday,21,Suicide-related
68202,November,Monday,11,Suicide-related
68204,November,Monday,22,Suicide-related
68208,November,Monday,18,Suicide-related
68210,November,Tuesday,14,Suicide-related
68212,November,Tuesday,16,Suicide-related
68215,November,Tuesday,3,Suicide-related
68216,November,Tuesday,13,Suicide-related
68218,November,Tuesday,14,Suicide-related
68219,November,Tuesday,12,Suicide-related
68220,November,Tuesday,23,Suicide-related
68221,November,Tuesday,10,Suicide-related
68225,November,Tuesday,0,Suicide-related
68229,November,Tuesday,17,Suicide-related
68235,November,Tuesday,17,Suicide-related
68239,November,Tuesday,11,Suicide-related
68244,November,Tuesday,22,Suicide-related
68246,November,Tuesday,11,Suicide-related
68247,November,Tuesday,19,Suicide-related
68251,November,Tuesday,17,Suicide-related
68252,November,Tuesday,17,Suicide-related
68253,November,Tuesday,14,Suicide-related
68255,November,Tuesday,20,Suicide-related
68256,November,Tuesday,12,Suicide-related
68257,November,Tuesday,2,Suicide-related
68259,November,Tuesday,19,Suicide-related
68262,November,Tuesday,18,Suicide-related
68264,November,Tuesday,19,Suicide-related
68269,November,Tuesday,17,Suicide-related
68275,November,Tuesday,20,Suicide-related
68276,November,Tuesday,2,Suicide-related
68282,November,Wednesday,22,Suicide-related
68283,November,Wednesday,10,Suicide-related
68284,November,Wednesday,8,Suicide-related
68287,November,Wednesday,18,Suicide-related
68296,November,Wednesday,10,Suicide-related
68301,November,Wednesday,5,Suicide-related
68314,November,Wednesday,16,Suicide-related
68316,November,Wednesday,17,Suicide-related
68320,November,Wednesday,15,Suicide-related
68328,November,Wednesday,2,Suicide-related
68332,November,Wednesday,13,Suicide-related
68339,November,Wednesday,14,Suicide-related
68341,November,Wednesday,9,Suicide-related
68346,November,Wednesday,21,Suicide-related
68351,November,Thursday,10,Suicide-related
68356,November,Thursday,23,Suicide-related
68363,November,Thursday,20,Suicide-related
68364,November,Thursday,18,Suicide-related
68367,November,Thursday,15,Suicide-related
68372,November,Thursday,23,Suicide-related
68375,November,Thursday,13,Suicide-related
68378,November,Thursday,17,Suicide-related
68384,November,Thursday,20,Suicide-related
68390,November,Thursday,8,Suicide-related
68394,November,Thursday,21,Suicide-related
68397,November,Thursday,16,Suicide-related
68403,November,Thursday,20,Suicide-related
68405,November,Thursday,9,Suicide-related
68408,November,Thursday,13,Suicide-related
68412,November,Thursday,13,Suicide-related
68413,November,Thursday,17,Suicide-related
68415,November,Friday,21,Suicide-related
68417,November,Friday,23,Suicide-related
68418,November,Friday,6,Suicide-related
68424,November,Friday,13,Suicide-related
