objectid,event_type,hood_158
78908,Suicide-related,92
78912,Suicide-related,170
78919,Suicide-related,48
78923,Suicide-related,85
78927,Suicide-related,46
78932,Suicide-related,136
78941,Suicide-related,54
78942,Suicide-related,170
78945,Suicide-related,142
78946,Suicide-related,63
78947,Suicide-related,78
78952,Suicide-related,129
78953,Suicide-related,6
78954,Suicide-related,120
78955,Suicide-related,92
78957,Suicide-related,141
78961,Suicide-related,66
78962,Suicide-related,70
78964,Suicide-related,128
78967,Suicide-related,7
78969,Suicide-related,85
78970,Suicide-related,128
78981,Suicide-related,159
78984,Suicide-related,37
78990,Suicide-related,73
78991,Suicide-related,85
78996,Suicide-related,79
78999,Suicide-related,31
79001,Suicide-related,158
79003,Suicide-related,2
79007,Suicide-related,115
79008,Suicide-related,141
79009,Suicide-related,58
79010,Suicide-related,170
79015,Suicide-related,30
79019,Suicide-related,73
79025,Suicide-related,159
79026,Suicide-related,88
79028,Suicide-related,53
79033,Suicide-related,62
79034,Suicide-related,19
79035,Suicide-related,164
79036,Suicide-related,119
79039,Suicide-related,166
79040,Suicide-related,33
79043,Suicide-related,112
79044,Suicide-related,9
79063,Suicide-related,120
79066,Suicide-related,78
79069,Suicide-related,43
79071,Suicide-related,85
79080,Suicide-related,59
79081,Suicide-related,72
79082,Suicide-related,79
79087,Suicide-related,68
79091,Suicide-related,15
79095,Suicide-related,120
79097,Suicide-related,16
79102,Suicide-related,85
79106,Suicide-related,73
79108,Suicide-related,39
79113,Suicide-related,65
79114,Suicide-related,63
79115,Suicide-related,168
79116,Suicide-related,145
79117,Suicide-related,73
79118,Suicide-related,13
79122,Suicide-related,27
79128,Suicide-related,170
79129,Suicide-related,92
79132,Suicide-related,85
79135,Suicide-related,8
79136,Suicide-related,147
79139,Suicide-related,81
79145,Suicide-related,74
79148,Suicide-related,162
79149,Suicide-related,119
79150,Suicide-related,112
79156,Suicide-related,50
79157,Suicide-related,18
79161,Suicide-related,65
79165,Suicide-related,74
79170,Suicide-related,57
79172,Suicide-related,54
79173,Suicide-related,166
79174,Suicide-related,172
79175,Suicide-related,170
79182,Suicide-related,111
79183,Suicide-related,112
79184,Suicide-related,73
79190,Suicide-related,87
79195,Suicide-related,73
79201,Suicide-related,70
79203,Suicide-related,2
79204,Suicide-related,164
79208,Suicide-related,162
79211,Suicide-related,119
79212,Suicide-related,126
79213,Suicide-related,159
79214,Suicide-related,70
79216,Suicide-related,59
79220,Suicide-related,168
79223,Suicide-related,145
79227,Suicide-related,24
79228,Suicide-related,68
79230,Suicide-related,83
79231,Suicide-related,18
79232,Suicide-related,171
79235,Suicide-related,156
79237,Suicide-related,173
79245,Suicide-related,133
79248,Suicide-related,129
79252,Suicide-related,168
79258,Suicide-related,166
79263,Suicide-related,113
79264,Suicide-related,167
79270,Suicide-related,25
79272,Suicide-related,71
79274,Suicide-related,167
79278,Suicide-related,174
79279,Suicide-related,85
79281,Suicide-related,171
79283,Suicide-related,167
79285,Suicide-related,59
79288,Suicide-related,18
79290,Suicide-related,174
79292,Suicide-related,124
79300,Suicide-related,173
79308,Suicide-related,57
79309,Suicide-related,107
79310,Suicide-related,90
79313,Suicide-related,1
79314,Suicide-related,120
79316,Suicide-related,136
79317,Suicide-related,156
79322,Suicide-related,64
79323,Suicide-related,35
79326,Suicide-related,36
79327,Suicide-related,38
79328,Suicide-related,62
79330,Suicide-related,150
79332,Suicide-related,2
79333,Suicide-related,78
79334,Suicide-related,91
79335,Suicide-related,64
79336,Suicide-related,85
79344,Suicide-related,168
79345,Suicide-related,159
79346,Suicide-related,130
79347,Suicide-related,135
79348,Suicide-related,166
79350,Suicide-related,73
79353,Suicide-related,24
79358,Suicide-related,2
79359,Suicide-related,138
79369,Suicide-related,54
79370,Suicide-related,150
79375,Suicide-related,167
79376,Suicide-related,67
79379,Suicide-related,157
79381,Suicide-related,1
79387,Suicide-related,24
79388,Suicide-related,170
79389,Suicide-related,170
79393,Suicide-related,37
79395,Suicide-related,136
79396,Suicide-related,155
79398,Suicide-related,65
79401,Suicide-related,56
79402,Suicide-related,37
79407,Suicide-related,83
79409,Suicide-related,9
79410,Suicide-related,87
79413,Suicide-related,48
79414,Suicide-related,80
79417,Suicide-related,136
79418,Suicide-related,163
79419,Suicide-related,123
79420,Suicide-related,68
79426,Suicide-related,83
79427,Suicide-related,168
79430,Suicide-related,40
79438,Suicide-related,164
79440,Suicide-related,47
79441,Suicide-related,73
79447,Suicide-related,166
79453,Suicide-related,119
79454,Suicide-related,33
79455,Suicide-related,78
79460,Suicide-related,91
79465,Suicide-related,30
79468,Suicide-related,73
79473,Suicide-related,142
79475,Suicide-related,40
79477,Suicide-related,83
79485,Suicide-related,146
79486,Suicide-related,24
79489,Suicide-related,44
79495,Suicide-related,126
79497,Suicide-related,43
79500,Suicide-related,126
79501,Suicide-related,12
79518,Suicide-related,27
79520,Suicide-related,70
79528,Suicide-related,13
79529,Suicide-related,144
79536,Suicide-related,10
79538,Suicide-related,44
79539,Suicide-related,70
79540,Suicide-related,63
79549,Suicide-related,147
79550,Suicide-related,78
79553,Suicide-related,95
79555,Suicide-related,115
79556,Suicide-related,33
79557,Suicide-related,139
79560,Suicide-related,63
79561,Suicide-related,25
79562,Suicide-related,35
79564,Suicide-related,70
79567,Suicide-related,119
79568,Suicide-related,171
79569,Suicide-related,78
79584,Suicide-related,146
79591,Suicide-related,73
79592,Suicide-related,78
79594,Suicide-related,42
79598,Suicide-related,107
79599,Suicide-related,111
79611,Suicide-related,70
79612,Suicide-related,73
79614,Suicide-related,156
79619,Suicide-related,161
79621,Suicide-related,101
79622,Suicide-related,113
79629,Suicide-related,54
79633,Suicide-related,119
79634,Suicide-related,68
79639,Suicide-related,84
79643,Suicide-related,146
79644,Suicide-related,125
79645,Suicide-related,1
79649,Suicide-related,11
79654,Suicide-related,110
79657,Suicide-related,71
79658,Suicide-related,114
79659,Suicide-related,110
79666,Suicide-related,57
79673,Suicide-related,154
79682,Suicide-related,135
79689,Suicide-related,159
79691,Suicide-related,124
79692,Suicide-related,12
79694,Suicide-related,170
79696,Suicide-related,167
79697,Suicide-related,57
79700,Suicide-related,107
79701,Suicide-related,164
79705,Suicide-related,101
79715,Suicide-related,123
79716,Suicide-related,150
79721,Suicide-related,168
79726,Suicide-related,30
79729,Suicide-related,71
79734,Suicide-related,106
79735,Suicide-related,35
79737,Suicide-related,85
79739,Suicide-related,79
79742,Suicide-related,70
79750,Suicide-related,136
79754,Suicide-related,96
79756,Suicide-related,38
79761,Suicide-related,107
79762,Suicide-related,141
79766,Suicide-related,128
79767,Suicide-related,151
79768,Suicide-related,16
79772,Suicide-related,27
79773,Suicide-related,56
79774,Suicide-related,162
79776,Suicide-related,135
79779,Suicide-related,126
79780,Suicide-related,139
79782,Suicide-related,107
79783,Suicide-related,155
79785,Suicide-related,79
79787,Suicide-related,170
79788,Suicide-related,1
79791,Suicide-related,100
79797,Suicide-related,1
79799,Suicide-related,73
79802,Suicide-related,43
79807,Suicide-related,43
79812,Suicide-related,91
79813,Suicide-related,154
79814,Suicide-related,73
79816,Suicide-related,6
79820,Suicide-related,170
79821,Suicide-related,80
79823,Suicide-related,42
79825,Suicide-related,169
79826,Suicide-related,37
79827,Suicide-related,143
79829,Suicide-related,88
79831,Suicide-related,85
79832,Suicide-related,113
79833,Suicide-related,164
79835,Suicide-related,80
79836,Suicide-related,155
79841,Suicide-related,120
79842,Suicide-related,112
79846,Suicide-related,156
79851,Suicide-related,57
79855,Suicide-related,43
79865,Suicide-related,71
79872,Suicide-related,162
79873,Suicide-related,78
79877,Suicide-related,70
79880,Suicide-related,165
79881,Suicide-related,103
79882,Suicide-related,94
79883,Suicide-related,46
79884,Suicide-related,92
79886,Suicide-related,9
79890,Suicide-related,103
79893,Suicide-related,13
79894,Suicide-related,78
79895,Suicide-related,124
79896,Suicide-related,73
79897,Suicide-related,57
79902,Suicide-related,171
79904,Suicide-related,73
79907,Suicide-related,79
79909,Suicide-related,172
79913,Suicide-related,73
79917,Suicide-related,1
79919,Suicide-related,70
79920,Suicide-related,87
79923,Suicide-related,96
79930,Suicide-related,107
79931,Suicide-related,47
79936,Suicide-related,170
79938,Suicide-related,118
79939,Suicide-related,79
79942,Suicide-related,123
79944,Suicide-related,79
79945,Suicide-related,138
79946,Suicide-related,139
79952,Suicide-related,63
79957,Suicide-related,49
79960,Suicide-related,118
79963,Suicide-related,118
79964,Suicide-related,126
79965,Suicide-related,163
79967,Suicide-related,105
79969,Suicide-related,147
79972,Suicide-related,115
79973,Suicide-related,30
79975,Suicide-related,28
79977,Suicide-related,142
79980,Suicide-related,113
79982,Suicide-related,74
79984,Suicide-related,165
79989,Suicide-related,138
79990,Suicide-related,35
79994,Suicide-related,140
79999,Suicide-related,31
80003,Suicide-related,143
80005,Suicide-related,22
80007,Suicide-related,141
80008,Suicide-related,95
80018,Suicide-related,73
80028,Suicide-related,109
80035,Suicide-related,61
80042,Suicide-related,68
80043,Suicide-related,27
80044,Suicide-related,70
80045,Suicide-related,92
80046,Suicide-related,168
80048,Suicide-related,92
80053,Suicide-related,35
80061,Suicide-related,22
80063,Suicide-related,6
80065,Suicide-related,136
80066,Suicide-related,57
80070,Suicide-related,52
80076,Suicide-related,163
80083,Suicide-related,164
80087,Suicide-related,119
80091,Suicide-related,120
80095,Suicide-related,87
80098,Suicide-related,84
80099,Suicide-related,38
80100,Suicide-related,95
80101,Suicide-related,57
80104,Suicide-related,71
80105,Suicide-related,147
80107,Suicide-related,174
80109,Suicide-related,78
80110,Suicide-related,16
80113,Suicide-related,68
80122,Suicide-related,170
80123,Suicide-related,80
80125,Suicide-related,55
80128,Suicide-related,122
80130,Suicide-related,138
80133,Suicide-related,163
80134,Suicide-related,126
80136,Suicide-related,70
80138,Suicide-related,53
80140,Suicide-related,8
80142,Suicide-related,160
80144,Suicide-related,78
80148,Suicide-related,166
80149,Suicide-related,18
80153,Suicide-related,174
80155,Suicide-related,4
80157,Suicide-related,136
80167,Suicide-related,154
80168,Suicide-related,40
80169,Suicide-related,110
80172,Suicide-related,27
80173,Suicide-related,29
80183,Suicide-related,85
80185,Suicide-related,158
80193,Suicide-related,174
80198,Suicide-related,79
80199,Suicide-related,81
80212,Suicide-related,95
80234,Suicide-related,103
80240,Suicide-related,4
80241,Suicide-related,73
80245,Suicide-related,68
80247,Suicide-related,166
80249,Suicide-related,7
80255,Suicide-related,167
80260,Suicide-related,19
80261,Suicide-related,123
80262,Suicide-related,144
80265,Suicide-related,107
80270,Suicide-related,27
80271,Suicide-related,168
80272,Suicide-related,155
80273,Suicide-related,44
80276,Suicide-related,70
80280,Suicide-related,125
80281,Suicide-related,47
80284,Suicide-related,160
80286,Suicide-related,74
80293,Suicide-related,36
80294,Suicide-related,158
80295,Suicide-related,95
80298,Suicide-related,152
80299,Suicide-related,103
80300,Suicide-related,11
80303,Suicide-related,147
80307,Suicide-related,134
80311,Suicide-related,111
80314,Suicide-related,53
80316,Suicide-related,154
80318,Suicide-related,42
80321,Suicide-related,55
80324,Suicide-related,147
80325,Suicide-related,139
80327,Suicide-related,170
80330,Suicide-related,38
80332,Suicide-related,63
80334,Suicide-related,152
80335,Suicide-related,119
80338,Suicide-related,165
80341,Suicide-related,174
80342,Suicide-related,74
80343,Suicide-related,63
80344,Suicide-related,154
80346,Suicide-related,52
80347,Suicide-related,126
80355,Suicide-related,95
80357,Suicide-related,120
80361,Suicide-related,69
80366,Suicide-related,168
80367,Suicide-related,91
80370,Suicide-related,78
80371,Suicide-related,87
80376,Suicide-related,92
80381,Suicide-related,92
80382,Suicide-related,65
80386,Suicide-related,40
80389,Suicide-related,72
80390,Suicide-related,159
80394,Suicide-related,78
80399,Suicide-related,161
80403,Suicide-related,63
80404,Suicide-related,20
80405,Suicide-related,43
80413,Suicide-related,119
80417,Suicide-related,61
80418,Suicide-related,167
80420,Suicide-related,81
80421,Suicide-related,170
80426,Suicide-related,4
80428,Suicide-related,126
80429,Suicide-related,8
80430,Suicide-related,16
80431,Suicide-related,85
80436,Suicide-related,37
80441,Suicide-related,170
80445,Suicide-related,78
80447,Suicide-related,170
80450,Suicide-related,3
80451,Suicide-related,124
80457,Suicide-related,167
80459,Suicide-related,171
80460,Suicide-related,170
80462,Suicide-related,83
80464,Suicide-related,52
80467,Suicide-related,38
80470,Suicide-related,99
80472,Suicide-related,7
80473,Suicide-related,112
80475,Suicide-related,92
80478,Suicide-related,19
80480,Suicide-related,57
80485,Suicide-related,16
80487,Suicide-related,54
80498,Suicide-related,87
80504,Suicide-related,170
80506,Suicide-related,167
80508,Suicide-related,22
80512,Suicide-related,151
80513,Suicide-related,70
80514,Suicide-related,173
80516,Suicide-related,158
80522,Suicide-related,39
80525,Suicide-related,74
80527,Suicide-related,112
80529,Suicide-related,161
80532,Suicide-related,53
80541,Suicide-related,83
80542,Suicide-related,168
80545,Suicide-related,83
80548,Suicide-related,27
80552,Suicide-related,88
80553,Suicide-related,71
80560,Suicide-related,81
80562,Suicide-related,154
80566,Suicide-related,54
80571,Suicide-related,85
80573,Suicide-related,54
80574,Suicide-related,160
80579,Suicide-related,116
80583,Suicide-related,154
80586,Suicide-related,170
80588,Suicide-related,135
80594,Suicide-related,167
80595,Suicide-related,69
80598,Suicide-related,57
80604,Suicide-related,167
80606,Suicide-related,52
80618,Suicide-related,31
80619,Suicide-related,74
80627,Suicide-related,107
80628,Suicide-related,174
80635,Suicide-related,110
80636,Suicide-related,163
80637,Suicide-related,73
80639,Suicide-related,162
80643,Suicide-related,22
80644,Suicide-related,130
80645,Suicide-related,61
80648,Suicide-related,94
80649,Suicide-related,52
80651,Suicide-related,168
80652,Suicide-related,164
80653,Suicide-related,161
80657,Suicide-related,31
80659,Suicide-related,57
80662,Suicide-related,150
80670,Suicide-related,54
80673,Suicide-related,57
80674,Suicide-related,7
80675,Suicide-related,57
80677,Suicide-related,44
80678,Suicide-related,63
80680,Suicide-related,136
80682,Suicide-related,101
80694,Suicide-related,35
80699,Suicide-related,67
80702,Suicide-related,101
80705,Suicide-related,109
80712,Suicide-related,160
80714,Suicide-related,142
80727,Suicide-related,162
80731,Suicide-related,85
80735,Suicide-related,65
80736,Suicide-related,164
80739,Suicide-related,95
80752,Suicide-related,142
80761,Suicide-related,35
80762,Suicide-related,169
80763,Suicide-related,170
80764,Suicide-related,166
80766,Suicide-related,40
80771,Suicide-related,169
80772,Suicide-related,149
80777,Suicide-related,67
80781,Suicide-related,170
80785,Suicide-related,62
80787,Suicide-related,170
