objectid,event_type,hood_158
60480,Suicide-related,60
60483,Suicide-related,2
60485,Suicide-related,1
60494,Suicide-related,170
60495,Suicide-related,1
60505,Suicide-related,99
60508,Suicide-related,95
60511,Suicide-related,171
60516,Suicide-related,138
60519,Suicide-related,168
60522,Suicide-related,33
60523,Suicide-related,159
60526,Suicide-related,87
60528,Suicide-related,64
60529,Suicide-related,92
60531,Suicide-related,2
60532,Suicide-related,78
60535,Suicide-related,36
60544,Suicide-related,9
60545,Suicide-related,170
60546,Suicide-related,157
60548,Suicide-related,52
60551,Suicide-related,123
60559,Suicide-related,141
60560,Suicide-related,103
60562,Suicide-related,59
60563,Suicide-related,73
60571,Suicide-related,136
60573,Suicide-related,55
60575,Suicide-related,156
60576,Suicide-related,120
60577,Suicide-related,150
60581,Suicide-related,66
60586,Suicide-related,86
60588,Suicide-related,25
60590,Suicide-related,36
60591,Suicide-related,166
60594,Suicide-related,31
60599,Suicide-related,99
60611,Suicide-related,85
60614,Suicide-related,63
60617,Suicide-related,149
60625,Suicide-related,138
60628,Suicide-related,52
60630,Suicide-related,100
60631,Suicide-related,118
60632,Suicide-related,170
60634,Suicide-related,158
60638,Suicide-related,121
60645,Suicide-related,167
60646,Suicide-related,111
60647,Suicide-related,31
60653,Suicide-related,147
60661,Suicide-related,113
60663,Suicide-related,158
60664,Suicide-related,90
60671,Suicide-related,42
60672,Suicide-related,170
60673,Suicide-related,85
60685,Suicide-related,81
60686,Suicide-related,71
60687,Suicide-related,65
60694,Suicide-related,120
60695,Suicide-related,168
60697,Suicide-related,162
60698,Suicide-related,16
60701,Suicide-related,168
60702,Suicide-related,160
60704,Suicide-related,100
60709,Suicide-related,111
60713,Suicide-related,123
60715,Suicide-related,171
60719,Suicide-related,120
60722,Suicide-related,40
60736,Suicide-related,5
60737,Suicide-related,81
60742,Suicide-related,138
60746,Suicide-related,164
60748,Suicide-related,73
60750,Suicide-related,86
60753,Suicide-related,158
60755,Suicide-related,122
60757,Suicide-related,120
60761,Suicide-related,58
60764,Suicide-related,87
60768,Suicide-related,16
60771,Suicide-related,155
60772,Suicide-related,25
60776,Suicide-related,78
60778,Suicide-related,53
60782,Suicide-related,88
60785,Suicide-related,135
60789,Suicide-related,168
60791,Suicide-related,154
60794,Suicide-related,170
60796,Suicide-related,141
60799,Suicide-related,31
60801,Suicide-related,129
60809,Suicide-related,148
60813,Suicide-related,52
60817,Suicide-related,61
60823,Suicide-related,65
60827,Suicide-related,78
60828,Suicide-related,80
60838,Suicide-related,24
60839,Suicide-related,168
60840,Suicide-related,15
60845,Suicide-related,125
60847,Suicide-related,120
60848,Suicide-related,85
60850,Suicide-related,130
60852,Suicide-related,87
60855,Suicide-related,103
60859,Suicide-related,83
60864,Suicide-related,67
60866,Suicide-related,158
60868,Suicide-related,38
60870,Suicide-related,139
60871,Suicide-related,11
60876,Suicide-related,170
60877,Suicide-related,144
60878,Suicide-related,31
60890,Suicide-related,146
60894,Suicide-related,155
60896,Suicide-related,122
60897,Suicide-related,32
60902,Suicide-related,170
60909,Suicide-related,160
60915,Suicide-related,165
60917,Suicide-related,168
60919,Suicide-related,27
60921,Suicide-related,43
60923,Suicide-related,88
60927,Suicide-related,122
60928,Suicide-related,80
60929,Suicide-related,78
60932,Suicide-related,156
60933,Suicide-related,165
60934,Suicide-related,85
60937,Suicide-related,1
60940,Suicide-related,114
60941,Suicide-related,73
60954,Suicide-related,95
60958,Suicide-related,47
60959,Suicide-related,28
60966,Suicide-related,160
60967,Suicide-related,78
60976,Suicide-related,172
60988,Suicide-related,106
60998,Suicide-related,70
61000,Suicide-related,156
61033,Suicide-related,122
61037,Suicide-related,168
61043,Suicide-related,168
61045,Suicide-related,107
61046,Suicide-related,27
61047,Suicide-related,62
61048,Suicide-related,170
61054,Suicide-related,72
61058,Suicide-related,170
61061,Suicide-related,122
61062,Suicide-related,73
61063,Suicide-related,138
61065,Suicide-related,46
61068,Suicide-related,139
61071,Suicide-related,74
61074,Suicide-related,87
61082,Suicide-related,123
61084,Suicide-related,80
61091,Suicide-related,113
61095,Suicide-related,47
61097,Suicide-related,59
61098,Suicide-related,164
61100,Suicide-related,5
61107,Suicide-related,170
61113,Suicide-related,19
61116,Suicide-related,48
61126,Suicide-related,170
61127,Suicide-related,138
61128,Suicide-related,129
61129,Suicide-related,47
61130,Suicide-related,65
61136,Suicide-related,39
61140,Suicide-related,170
61141,Suicide-related,47
61153,Suicide-related,111
61161,Suicide-related,27
61177,Suicide-related,32
61184,Suicide-related,6
61191,Suicide-related,118
61194,Suicide-related,6
61198,Suicide-related,170
61201,Suicide-related,170
61202,Suicide-related,73
61203,Suicide-related,73
61209,Suicide-related,48
61214,Suicide-related,109
61216,Suicide-related,32
61217,Suicide-related,109
61218,Suicide-related,166
61224,Suicide-related,70
61227,Suicide-related,152
61228,Suicide-related,8
61238,Suicide-related,97
61241,Suicide-related,124
61243,Suicide-related,138
61251,Suicide-related,88
61254,Suicide-related,74
61256,Suicide-related,84
61259,Suicide-related,165
61260,Suicide-related,71
61265,Suicide-related,25
61268,Suicide-related,19
61271,Suicide-related,120
61274,Suicide-related,73
61282,Suicide-related,160
61287,Suicide-related,166
61288,Suicide-related,16
61289,Suicide-related,146
61290,Suicide-related,73
61291,Suicide-related,150
61293,Suicide-related,166
61296,Suicide-related,161
61298,Suicide-related,150
61299,Suicide-related,27
61306,Suicide-related,38
61307,Suicide-related,87
61308,Suicide-related,36
61309,Suicide-related,55
61310,Suicide-related,165
61314,Suicide-related,108
61316,Suicide-related,42
61319,Suicide-related,16
61322,Suicide-related,1
61329,Suicide-related,44
61330,Suicide-related,166
61336,Suicide-related,88
61341,Suicide-related,161
61342,Suicide-related,171
61344,Suicide-related,78
61345,Suicide-related,95
61347,Suicide-related,126
61349,Suicide-related,164
61350,Suicide-related,99
61351,Suicide-related,166
61352,Suicide-related,24
61354,Suicide-related,166
61360,Suicide-related,170
61362,Suicide-related,110
61369,Suicide-related,8
61372,Suicide-related,138
61374,Suicide-related,95
61376,Suicide-related,78
61381,Suicide-related,163
61384,Suicide-related,128
61386,Suicide-related,70
61390,Suicide-related,166
61392,Suicide-related,168
61393,Suicide-related,164
61394,Suicide-related,136
61396,Suicide-related,95
61400,Suicide-related,166
61401,Suicide-related,35
61410,Suicide-related,63
61418,Suicide-related,166
61420,Suicide-related,95
61421,Suicide-related,159
61428,Suicide-related,88
61429,Suicide-related,89
61437,Suicide-related,141
61450,Suicide-related,113
61453,Suicide-related,16
61455,Suicide-related,16
61456,Suicide-related,61
61460,Suicide-related,30
61464,Suicide-related,159
61466,Suicide-related,2
61467,Suicide-related,61
61471,Suicide-related,84
61474,Suicide-related,157
61475,Suicide-related,158
61477,Suicide-related,78
61480,Suicide-related,162
61484,Suicide-related,40
61486,Suicide-related,48
61488,Suicide-related,88
61492,Suicide-related,73
61496,Suicide-related,39
61497,Suicide-related,111
61498,Suicide-related,143
61500,Suicide-related,168
61502,Suicide-related,6
61511,Suicide-related,2
61517,Suicide-related,170
61525,Suicide-related,12
61529,Suicide-related,170
61531,Suicide-related,61
61532,Suicide-related,79
61536,Suicide-related,141
61538,Suicide-related,71
61543,Suicide-related,39
61544,Suicide-related,165
61550,Suicide-related,71
61553,Suicide-related,55
61557,Suicide-related,158
61562,Suicide-related,108
61564,Suicide-related,73
61570,Suicide-related,106
61578,Suicide-related,58
61579,Suicide-related,136
61582,Suicide-related,135
61593,Suicide-related,126
61595,Suicide-related,171
61596,Suicide-related,170
61602,Suicide-related,71
61604,Suicide-related,111
61609,Suicide-related,71
61615,Suicide-related,141
61617,Suicide-related,146
61619,Suicide-related,78
61623,Suicide-related,4
61626,Suicide-related,124
61628,Suicide-related,141
61630,Suicide-related,73
61636,Suicide-related,2
61637,Suicide-related,59
61638,Suicide-related,71
61640,Suicide-related,27
61643,Suicide-related,71
61644,Suicide-related,166
61655,Suicide-related,159
61658,Suicide-related,43
61659,Suicide-related,85
61660,Suicide-related,90
61672,Suicide-related,73
61677,Suicide-related,120
61680,Suicide-related,170
61684,Suicide-related,22
61690,Suicide-related,73
61694,Suicide-related,22
61701,Suicide-related,170
61710,Suicide-related,6
61711,Suicide-related,59
61717,Suicide-related,25
61718,Suicide-related,73
61720,Suicide-related,113
61721,Suicide-related,9
61730,Suicide-related,170
61733,Suicide-related,155
61734,Suicide-related,170
61738,Suicide-related,38
61739,Suicide-related,27
61740,Suicide-related,25
61744,Suicide-related,124
61745,Suicide-related,84
61756,Suicide-related,162
61757,Suicide-related,61
61765,Suicide-related,170
61770,Suicide-related,168
61771,Suicide-related,54
61774,Suicide-related,107
61775,Suicide-related,31
61776,Suicide-related,63
61778,Suicide-related,74
61787,Suicide-related,78
61789,Suicide-related,100
61799,Suicide-related,119
61804,Suicide-related,136
61813,Suicide-related,170
61821,Suicide-related,159
61823,Suicide-related,106
61825,Suicide-related,158
61832,Suicide-related,167
61833,Suicide-related,72
61838,Suicide-related,78
61842,Suicide-related,43
61843,Suicide-related,16
61858,Suicide-related,109
61859,Suicide-related,12
61866,Suicide-related,95
61871,Suicide-related,81
61873,Suicide-related,171
61877,Suicide-related,99
61883,Suicide-related,68
61884,Suicide-related,170
61888,Suicide-related,31
61891,Suicide-related,174
61895,Suicide-related,73
61899,Suicide-related,60
61900,Suicide-related,63
61905,Suicide-related,5
61909,Suicide-related,135
61915,Suicide-related,139
61919,Suicide-related,161
61926,Suicide-related,124
61927,Suicide-related,71
61928,Suicide-related,97
61930,Suicide-related,170
61936,Suicide-related,1
61940,Suicide-related,124
61945,Suicide-related,84
61955,Suicide-related,170
61959,Suicide-related,113
61960,Suicide-related,78
61961,Suicide-related,171
61962,Suicide-related,68
61966,Suicide-related,124
61970,Suicide-related,167
61973,Suicide-related,163
61975,Suicide-related,79
61976,Suicide-related,78
61979,Suicide-related,167
61982,Suicide-related,74
61983,Suicide-related,25
61984,Suicide-related,16
61986,Suicide-related,24
61989,Suicide-related,111
61999,Suicide-related,109
62000,Suicide-related,42
62004,Suicide-related,5
62005,Suicide-related,64
62006,Suicide-related,50
62009,Suicide-related,110
62014,Suicide-related,161
62016,Suicide-related,22
62017,Suicide-related,37
62018,Suicide-related,73
62024,Suicide-related,43
62027,Suicide-related,57
62035,Suicide-related,159
62036,Suicide-related,53
62039,Suicide-related,124
62040,Suicide-related,155
62045,Suicide-related,74
62046,Suicide-related,164
62048,Suicide-related,162
62049,Suicide-related,84
62052,Suicide-related,8
62059,Suicide-related,62
62063,Suicide-related,148
62065,Suicide-related,7
62075,Suicide-related,155
62089,Suicide-related,95
62092,Suicide-related,159
62093,Suicide-related,125
62094,Suicide-related,111
62097,Suicide-related,142
62100,Suicide-related,30
62101,Suicide-related,107
62108,Suicide-related,169
62112,Suicide-related,154
62116,Suicide-related,48
62118,Suicide-related,63
62121,Suicide-related,1
62137,Suicide-related,114
62140,Suicide-related,91
62141,Suicide-related,170
62143,Suicide-related,73
62148,Suicide-related,130
62150,Suicide-related,56
62156,Suicide-related,162
62166,Suicide-related,167
62167,Suicide-related,111
62169,Suicide-related,151
62170,Suicide-related,73
62175,Suicide-related,143
62180,Suicide-related,151
62181,Suicide-related,1
62184,Suicide-related,159
62185,Suicide-related,4
62194,Suicide-related,54
62196,Suicide-related,136
62197,Suicide-related,39
62198,Suicide-related,73
62200,Suicide-related,166
62201,Suicide-related,3
62204,Suicide-related,170
62207,Suicide-related,171
62214,Suicide-related,170
62216,Suicide-related,88
62219,Suicide-related,111
62234,Suicide-related,171
62235,Suicide-related,174
62237,Suicide-related,159
62247,Suicide-related,78
62252,Suicide-related,23
62255,Suicide-related,36
62258,Suicide-related,97
62267,Suicide-related,166
62269,Suicide-related,144
62271,Suicide-related,98
62272,Suicide-related,163
62274,Suicide-related,170
62281,Suicide-related,61
62283,Suicide-related,68
62289,Suicide-related,162
62292,Suicide-related,39
62301,Suicide-related,119
62305,Suicide-related,135
62309,Suicide-related,70
62311,Suicide-related,27
62321,Suicide-related,115
62323,Suicide-related,63
62328,Suicide-related,95
62330,Suicide-related,166
62336,Suicide-related,80
62339,Suicide-related,120
62341,Suicide-related,40
62342,Suicide-related,152
62368,Suicide-related,105
62369,Suicide-related,107
62371,Suicide-related,115
62374,Suicide-related,121
62376,Suicide-related,112
62381,Suicide-related,126
62387,Suicide-related,54
62388,Suicide-related,78
62391,Suicide-related,74
62393,Suicide-related,108
62395,Suicide-related,111
62397,Suicide-related,61
62398,Suicide-related,1
62402,Suicide-related,94
62404,Suicide-related,170
62405,Suicide-related,43
62413,Suicide-related,168
62416,Suicide-related,12
62421,Suicide-related,136
62423,Suicide-related,16
62427,Suicide-related,65
62431,Suicide-related,73
62433,Suicide-related,31
62442,Suicide-related,39
62449,Suicide-related,1
62456,Suicide-related,27
62460,Suicide-related,133
62465,Suicide-related,128
62467,Suicide-related,168
62477,Suicide-related,120
62488,Suicide-related,170
62490,Suicide-related,150
62492,Suicide-related,170
62493,Suicide-related,149
62495,Suicide-related,142
62505,Suicide-related,24
62506,Suicide-related,64
62509,Suicide-related,13
62516,Suicide-related,1
62517,Suicide-related,136
62523,Suicide-related,70
62531,Suicide-related,59
62536,Suicide-related,141
62543,Suicide-related,78
62546,Suicide-related,139
62549,Suicide-related,35
62562,Suicide-related,133
62563,Suicide-related,168
62566,Suicide-related,73
62569,Suicide-related,141
62575,Suicide-related,107
62582,Suicide-related,95
62583,Suicide-related,107
62596,Suicide-related,95
62597,Suicide-related,16
62599,Suicide-related,61
62605,Suicide-related,170
62606,Suicide-related,155
62609,Suicide-related,25
62613,Suicide-related,37
62618,Suicide-related,170
62625,Suicide-related,120
62629,Suicide-related,174
62630,Suicide-related,80
62638,Suicide-related,65
62647,Suicide-related,48
62650,Suicide-related,16
62657,Suicide-related,170
62673,Suicide-related,18
62679,Suicide-related,73
62681,Suicide-related,141
62682,Suicide-related,73
62683,Suicide-related,165
62690,Suicide-related,95
62692,Suicide-related,95
62693,Suicide-related,99
62695,Suicide-related,113
62699,Suicide-related,25
62700,Suicide-related,85
62702,Suicide-related,170
62704,Suicide-related,52
62710,Suicide-related,107
62715,Suicide-related,18
62722,Suicide-related,146
62723,Suicide-related,166
62728,Suicide-related,79
62729,Suicide-related,167
62731,Suicide-related,136
62732,Suicide-related,120
62734,Suicide-related,38
62737,Suicide-related,27
62741,Suicide-related,162
62742,Suicide-related,145
62745,Suicide-related,78
62746,Suicide-related,69
62747,Suicide-related,73
62749,Suicide-related,70
62756,Suicide-related,36
62762,Suicide-related,141
62763,Suicide-related,111
62764,Suicide-related,171
62766,Suicide-related,140
62770,Suicide-related,92
62778,Suicide-related,84
62782,Suicide-related,36
62784,Suicide-related,86
62794,Suicide-related,111
62795,Suicide-related,145
62806,Suicide-related,47
62807,Suicide-related,64
62809,Suicide-related,154
62812,Suicide-related,46
62823,Suicide-related,163
62824,Suicide-related,94
62829,Suicide-related,165
62831,Suicide-related,43
62838,Suicide-related,170
62840,Suicide-related,168
62841,Suicide-related,1
62843,Suicide-related,54
62845,Suicide-related,107
62853,Suicide-related,74
62855,Suicide-related,154
62857,Suicide-related,106
62858,Suicide-related,160
62860,Suicide-related,80
62866,Suicide-related,122
62867,Suicide-related,13
62871,Suicide-related,11
62875,Suicide-related,170
62877,Suicide-related,136
62893,Suicide-related,95
62897,Suicide-related,154
62901,Suicide-related,165
62902,Suicide-related,50
62905,Suicide-related,71
62913,Suicide-related,159
62916,Suicide-related,95
62917,Suicide-related,86
62924,Suicide-related,27
62930,Suicide-related,54
62934,Suicide-related,63
62936,Suicide-related,9
62938,Suicide-related,27
62940,Suicide-related,1
62956,Suicide-related,35
62958,Suicide-related,1
62960,Suicide-related,92
62962,Suicide-related,78
62963,Suicide-related,70
62965,Suicide-related,84
62967,Suicide-related,126
62973,Suicide-related,59
62976,Suicide-related,151
62977,Suicide-related,99
62983,Suicide-related,84
62988,Suicide-related,66
62995,Suicide-related,170
63003,Suicide-related,95
63005,Suicide-related,73
63011,Suicide-related,166
63012,Suicide-related,80
63015,Suicide-related,37
63016,Suicide-related,41
63017,Suicide-related,165
63018,Suicide-related,74
63019,Suicide-related,171
63020,Suicide-related,31
63021,Suicide-related,73
63022,Suicide-related,71
63025,Suicide-related,98
63026,Suicide-related,152
63028,Suicide-related,73
63032,Suicide-related,53
63038,Suicide-related,152
63039,Suicide-related,169
63041,Suicide-related,163
63044,Suicide-related,53
63045,Suicide-related,40
63046,Suicide-related,143
63047,Suicide-related,142
63051,Suicide-related,168
63054,Suicide-related,27
63055,Suicide-related,81
63059,Suicide-related,74
63063,Suicide-related,141
63079,Suicide-related,88
63084,Suicide-related,62
63087,Suicide-related,71
63089,Suicide-related,71
63092,Suicide-related,141
63095,Suicide-related,92
63098,Suicide-related,174
63104,Suicide-related,6
63106,Suicide-related,64
63107,Suicide-related,35
63109,Suicide-related,166
63117,Suicide-related,119
63119,Suicide-related,170
63120,Suicide-related,166
63121,Suicide-related,30
63125,Suicide-related,102
63129,Suicide-related,161
63131,Suicide-related,78
63137,Suicide-related,149
63141,Suicide-related,95
63144,Suicide-related,101
63145,Suicide-related,115
63147,Suicide-related,79
63149,Suicide-related,73
63152,Suicide-related,73
63155,Suicide-related,165
63157,Suicide-related,165
63163,Suicide-related,27
63170,Suicide-related,170
63179,Suicide-related,73
63181,Suicide-related,170
63185,Suicide-related,85
63186,Suicide-related,124
63188,Suicide-related,67
63189,Suicide-related,78
63195,Suicide-related,170
63196,Suicide-related,170
63197,Suicide-related,164
63199,Suicide-related,162
63202,Suicide-related,94
63210,Suicide-related,118
63213,Suicide-related,138
63218,Suicide-related,156
63222,Suicide-related,68
63224,Suicide-related,18
63225,Suicide-related,35
63227,Suicide-related,37
63230,Suicide-related,87
63231,Suicide-related,146
63232,Suicide-related,169
63233,Suicide-related,27
63235,Suicide-related,146
63239,Suicide-related,70
63242,Suicide-related,159
63244,Suicide-related,52
63247,Suicide-related,142
63250,Suicide-related,119
63251,Suicide-related,79
63269,Suicide-related,83
63270,Suicide-related,70
63271,Suicide-related,1
63275,Suicide-related,120
63280,Suicide-related,170
63282,Suicide-related,54
63285,Suicide-related,101
63288,Suicide-related,63
63292,Suicide-related,21
63293,Suicide-related,59
63296,Suicide-related,41
63298,Suicide-related,103
63303,Suicide-related,170
63306,Suicide-related,29
63307,Suicide-related,170
63308,Suicide-related,162
63310,Suicide-related,95
63312,Suicide-related,54
63313,Suicide-related,68
63322,Suicide-related,149
63326,Suicide-related,8
63327,Suicide-related,120
63329,Suicide-related,171
63332,Suicide-related,4
63333,Suicide-related,83
63338,Suicide-related,1
63341,Suicide-related,156
63344,Suicide-related,157
63347,Suicide-related,1
63353,Suicide-related,6
63355,Suicide-related,166
63356,Suicide-related,47
63357,Suicide-related,170
63358,Suicide-related,113
63362,Suicide-related,141
63365,Suicide-related,27
63374,Suicide-related,172
63384,Suicide-related,1
63386,Suicide-related,103
63388,Suicide-related,58
63397,Suicide-related,111
63399,Suicide-related,170
63405,Suicide-related,128
63406,Suicide-related,103
63410,Suicide-related,174
63414,Suicide-related,64
63415,Suicide-related,143
63417,Suicide-related,128
63431,Suicide-related,170
63432,Suicide-related,148
63435,Suicide-related,27
63436,Suicide-related,115
63443,Suicide-related,162
63450,Suicide-related,35
63451,Suicide-related,152
63452,Suicide-related,73
63462,Suicide-related,150
63466,Suicide-related,32
63473,Suicide-related,165
63474,Suicide-related,162
63477,Suicide-related,95
63479,Suicide-related,136
63484,Suicide-related,81
63486,Suicide-related,167
63488,Suicide-related,52
63490,Suicide-related,120
63495,Suicide-related,65
63496,Suicide-related,1
63500,Suicide-related,170
63502,Suicide-related,166
63503,Suicide-related,149
63504,Suicide-related,1
63505,Suicide-related,90
63510,Suicide-related,151
63525,Suicide-related,138
63526,Suicide-related,98
63534,Suicide-related,166
63536,Suicide-related,169
63541,Suicide-related,166
63542,Suicide-related,91
63545,Suicide-related,129
63547,Suicide-related,78
63548,Suicide-related,49
63549,Suicide-related,120
63552,Suicide-related,58
63553,Suicide-related,54
63559,Suicide-related,4
63560,Suicide-related,70
63563,Suicide-related,112
63564,Suicide-related,167
63578,Suicide-related,38
63581,Suicide-related,154
63582,Suicide-related,30
63583,Suicide-related,63
63584,Suicide-related,144
63586,Suicide-related,70
63592,Suicide-related,85
63594,Suicide-related,47
63597,Suicide-related,2
63598,Suicide-related,40
63612,Suicide-related,31
63616,Suicide-related,169
63619,Suicide-related,122
63620,Suicide-related,79
63621,Suicide-related,2
63627,Suicide-related,66
63632,Suicide-related,165
63646,Suicide-related,122
63647,Suicide-related,27
63648,Suicide-related,164
63649,Suicide-related,74
63651,Suicide-related,136
63666,Suicide-related,149
63670,Suicide-related,145
63672,Suicide-related,38
63674,Suicide-related,79
63681,Suicide-related,3
63682,Suicide-related,27
63685,Suicide-related,138
63687,Suicide-related,4
63689,Suicide-related,166
63695,Suicide-related,170
63697,Suicide-related,168
63698,Suicide-related,30
63704,Suicide-related,126
63708,Suicide-related,42
63711,Suicide-related,38
63714,Suicide-related,166
63715,Suicide-related,71
63723,Suicide-related,171
63724,Suicide-related,78
63733,Suicide-related,73
63735,Suicide-related,142
63736,Suicide-related,79
63737,Suicide-related,128
63738,Suicide-related,170
63743,Suicide-related,30
63744,Suicide-related,87
63757,Suicide-related,71
63758,Suicide-related,101
63759,Suicide-related,8
63761,Suicide-related,1
63765,Suicide-related,32
63769,Suicide-related,122
63770,Suicide-related,59
63776,Suicide-related,160
63783,Suicide-related,95
63784,Suicide-related,2
63785,Suicide-related,73
63788,Suicide-related,159
63791,Suicide-related,164
63794,Suicide-related,62
63796,Suicide-related,83
63798,Suicide-related,25
63802,Suicide-related,85
63804,Suicide-related,85
63807,Suicide-related,65
63808,Suicide-related,63
63810,Suicide-related,170
63813,Suicide-related,78
63814,Suicide-related,136
63818,Suicide-related,168
63820,Suicide-related,3
63822,Suicide-related,136
63824,Suicide-related,25
63827,Suicide-related,79
63829,Suicide-related,171
63834,Suicide-related,63
63837,Suicide-related,63
63838,Suicide-related,30
63841,Suicide-related,18
63845,Suicide-related,44
63856,Suicide-related,83
63857,Suicide-related,164
63859,Suicide-related,85
63863,Suicide-related,94
63869,Suicide-related,166
63873,Suicide-related,62
63876,Suicide-related,70
63880,Suicide-related,70
63881,Suicide-related,87
63887,Suicide-related,165
63892,Suicide-related,24
63894,Suicide-related,70
63895,Suicide-related,71
63905,Suicide-related,90
63907,Suicide-related,43
63919,Suicide-related,122
63922,Suicide-related,39
63928,Suicide-related,79
63933,Suicide-related,135
63935,Suicide-related,41
63946,Suicide-related,171
63953,Suicide-related,88
63954,Suicide-related,128
63957,Suicide-related,1
63968,Suicide-related,71
63971,Suicide-related,128
63973,Suicide-related,24
63974,Suicide-related,91
63978,Suicide-related,139
63979,Suicide-related,134
63981,Suicide-related,152
63987,Suicide-related,73
63990,Suicide-related,158
63993,Suicide-related,78
63994,Suicide-related,159
63999,Suicide-related,74
64000,Suicide-related,169
64001,Suicide-related,54
64003,Suicide-related,54
64004,Suicide-related,61
64010,Suicide-related,136
64013,Suicide-related,54
64015,Suicide-related,47
64016,Suicide-related,165
64020,Suicide-related,135
64023,Suicide-related,57
64024,Suicide-related,113
64032,Suicide-related,47
64040,Suicide-related,61
64041,Suicide-related,7
64045,Suicide-related,97
64046,Suicide-related,126
64049,Suicide-related,23
64056,Suicide-related,9
64060,Suicide-related,11
64067,Suicide-related,1
64068,Suicide-related,170
64075,Suicide-related,1
64087,Suicide-related,38
64089,Suicide-related,53
64093,Suicide-related,96
64096,Suicide-related,74
64101,Suicide-related,69
64102,Suicide-related,164
64103,Suicide-related,73
64105,Suicide-related,33
64108,Suicide-related,111
64110,Suicide-related,126
64119,Suicide-related,78
64123,Suicide-related,119
64128,Suicide-related,111
64131,Suicide-related,166
64133,Suicide-related,1
64134,Suicide-related,150
64135,Suicide-related,42
64137,Suicide-related,157
64138,Suicide-related,140
64140,Suicide-related,21
64149,Suicide-related,97
64155,Suicide-related,168
64158,Suicide-related,2
64162,Suicide-related,42
64164,Suicide-related,27
64169,Suicide-related,20
64170,Suicide-related,23
64171,Suicide-related,90
64173,Suicide-related,169
64175,Suicide-related,18
64177,Suicide-related,18
64178,Suicide-related,38
64197,Suicide-related,88
64203,Suicide-related,147
64210,Suicide-related,49
64213,Suicide-related,141
64217,Suicide-related,168
64218,Suicide-related,24
64225,Suicide-related,115
64227,Suicide-related,42
64232,Suicide-related,141
64233,Suicide-related,102
64239,Suicide-related,71
64240,Suicide-related,139
64245,Suicide-related,156
64246,Suicide-related,159
64247,Suicide-related,40
64249,Suicide-related,12
64250,Suicide-related,48
64256,Suicide-related,91
64261,Suicide-related,44
64262,Suicide-related,123
64270,Suicide-related,166
64271,Suicide-related,74
64277,Suicide-related,167
64285,Suicide-related,5
64288,Suicide-related,63
64300,Suicide-related,98
64303,Suicide-related,109
64304,Suicide-related,168
64311,Suicide-related,166
64315,Suicide-related,36
64321,Suicide-related,92
64326,Suicide-related,174
64328,Suicide-related,95
64332,Suicide-related,25
64333,Suicide-related,99
64335,Suicide-related,57
64338,Suicide-related,165
64339,Suicide-related,16
64341,Suicide-related,118
64342,Suicide-related,55
64344,Suicide-related,152
64346,Suicide-related,58
64350,Suicide-related,164
64352,Suicide-related,48
64354,Suicide-related,168
64355,Suicide-related,120
64356,Suicide-related,167
64359,Suicide-related,170
64361,Suicide-related,70
64364,Suicide-related,138
64366,Suicide-related,1
64371,Suicide-related,70
64373,Suicide-related,35
64375,Suicide-related,161
64376,Suicide-related,27
64378,Suicide-related,163
64394,Suicide-related,54
64395,Suicide-related,165
64396,Suicide-related,87
64398,Suicide-related,72
64401,Suicide-related,27
64402,Suicide-related,90
64408,Suicide-related,126
64414,Suicide-related,95
64415,Suicide-related,42
64416,Suicide-related,160
64418,Suicide-related,36
64419,Suicide-related,153
64422,Suicide-related,95
64425,Suicide-related,80
64426,Suicide-related,154
64429,Suicide-related,7
64433,Suicide-related,113
64434,Suicide-related,35
64435,Suicide-related,121
64436,Suicide-related,164
64438,Suicide-related,37
64440,Suicide-related,166
64455,Suicide-related,164
64458,Suicide-related,167
64461,Suicide-related,98
64467,Suicide-related,59
64471,Suicide-related,165
64481,Suicide-related,38
64486,Suicide-related,18
64487,Suicide-related,85
64489,Suicide-related,95
64494,Suicide-related,68
64497,Suicide-related,43
64502,Suicide-related,34
64505,Suicide-related,54
64506,Suicide-related,20
64507,Suicide-related,154
64512,Suicide-related,68
64514,Suicide-related,73
64516,Suicide-related,39
64517,Suicide-related,37
64522,Suicide-related,73
64523,Suicide-related,98
64531,Suicide-related,79
64540,Suicide-related,30
64541,Suicide-related,40
64542,Suicide-related,170
64545,Suicide-related,144
64550,Suicide-related,18
64553,Suicide-related,165
64556,Suicide-related,79
64561,Suicide-related,140
64568,Suicide-related,167
64571,Suicide-related,2
64573,Suicide-related,168
64575,Suicide-related,61
64576,Suicide-related,18
64583,Suicide-related,72
64589,Suicide-related,72
64592,Suicide-related,65
64599,Suicide-related,52
64600,Suicide-related,38
64602,Suicide-related,72
64604,Suicide-related,159
64608,Suicide-related,170
64609,Suicide-related,71
64613,Suicide-related,7
64622,Suicide-related,168
64624,Suicide-related,27
64638,Suicide-related,79
64639,Suicide-related,153
64644,Suicide-related,103
64657,Suicide-related,122
64659,Suicide-related,73
64664,Suicide-related,78
64668,Suicide-related,2
64683,Suicide-related,111
64692,Suicide-related,141
64694,Suicide-related,133
64696,Suicide-related,63
64698,Suicide-related,1
64699,Suicide-related,146
64701,Suicide-related,37
64710,Suicide-related,154
64717,Suicide-related,18
64719,Suicide-related,163
64725,Suicide-related,144
64727,Suicide-related,166
64729,Suicide-related,154
64731,Suicide-related,89
64733,Suicide-related,122
64735,Suicide-related,40
64739,Suicide-related,85
64745,Suicide-related,84
